tienda1,tienda2,distancia,tiempo_mins,costo
Tienda 7,Tienda 4,82,96,370
Tienda 7,Tienda 5,24,22,475
Tienda 7,Tienda 6,73,97,221
Tienda 7,Tienda 8,23,58,127
Tienda 7,Tienda 9,100,40,93
Tienda 7,Tienda 10,70,27,304
Tienda 7,Tienda 11,6,92,278
Tienda 7,Tienda 12,38,31,137
Tienda 7,Tienda 13,54,67,149
Tienda 7,Tienda 14,43,73,145
Tienda 7,Tienda 15,52,40,493
Tienda 7,Tienda 16,67,30,330
Tienda 7,Tienda 17,53,91,467
Tienda 7,Tienda 18,43,96,150
Tienda 7,Tienda 19,82,12,339
Tienda 7,Tienda 20,96,76,150
Tienda 7,Tienda 21,97,74,208
Tienda 7,Tienda 22,55,21,129
Tienda 7,Tienda 23,33,72,272
Tienda 7,Tienda 24,6,100,120
Tienda 7,Tienda 25,28,84,104
Tienda 7,Tienda 26,15,83,118
Tienda 7,Tienda 27,20,34,325
Tienda 7,Tienda 28,70,10,128
Tienda 7,Tienda 29,1,17,275
Tienda 7,Tienda 30,45,97,210
Tienda 7,Tienda 31,74,45,180
Tienda 7,Tienda 32,70,93,42
Tienda 7,Tienda 33,3,87,127
Tienda 7,Tienda 34,2,68,104
Tienda 7,Tienda 35,64,79,487
Tienda 7,Tienda 36,47,19,226
Tienda 7,Tienda 37,61,94,390
Tienda 7,Tienda 38,49,44,285
Tienda 7,Tienda 39,65,66,336
Tienda 7,Tienda 40,61,18,479
Tienda 7,Tienda 41,69,87,189
Tienda 7,Tienda 42,42,36,320
Tienda 7,Tienda 43,39,71,226
Tienda 7,Tienda 44,15,33,216
Tienda 7,Tienda 45,20,74,462
Tienda 7,Tienda 46,6,25,462
Tienda 7,Tienda 47,3,50,122
Tienda 7,Tienda 48,25,51,149
Tienda 7,Tienda 49,57,62,269
Tienda 7,Tienda 50,25,35,401
Tienda 7,Tienda 51,23,18,396
Tienda 7,Tienda 52,26,6,459
Tienda 7,Tienda 53,12,40,143
Tienda 7,Tienda 54,75,50,338
Tienda 7,Tienda 55,24,58,293
Tienda 7,Tienda 56,36,7,130
Tienda 7,Tienda 57,39,56,102
Tienda 7,Tienda 58,32,91,320
Tienda 7,Tienda 59,44,12,59
Tienda 7,Tienda 60,31,43,185
Tienda 7,Tienda 61,100,85,346
Tienda 7,Tienda 62,78,4,269
Tienda 7,Tienda 63,51,27,238
Tienda 7,Tienda 64,34,17,191
Tienda 7,Tienda 65,39,80,296
Tienda 7,Tienda 66,79,72,280
Tienda 7,Tienda 67,46,92,31
Tienda 7,Tienda 68,98,70,187
Tienda 7,Tienda 69,55,88,400
Tienda 7,Tienda 70,4,15,125
Tienda 7,Tienda 71,88,85,81
Tienda 7,Tienda 72,97,9,323
Tienda 7,Tienda 73,15,72,89
Tienda 7,Tienda 74,67,67,364
Tienda 7,Tienda 75,22,94,120
Tienda 7,Tienda 76,8,36,489
Tienda 7,Tienda 77,27,74,138
Tienda 7,Tienda 78,16,97,498
Tienda 7,Tienda 79,11,21,463
Tienda 7,Tienda 80,83,83,187
Tienda 7,Tienda 81,41,13,132
Tienda 7,Tienda 82,50,65,250
Tienda 7,Tienda 83,64,61,83
Tienda 7,Tienda 84,47,59,207
Tienda 7,Tienda 85,91,78,152
Tienda 7,Tienda 86,43,27,350
Tienda 7,Tienda 87,75,13,440
Tienda 7,Tienda 88,94,54,453
Tienda 7,Tienda 89,89,86,193
Tienda 7,Tienda 90,14,53,96
Tienda 7,Tienda 91,70,94,447
Tienda 7,Tienda 92,77,20,439
Tienda 7,Tienda 93,43,76,391
Tienda 7,Tienda 94,98,96,360
Tienda 7,Tienda 95,5,70,90
Tienda 7,Tienda 96,85,79,69
Tienda 7,Tienda 97,99,49,192
Tienda 7,Tienda 98,19,5,409
Tienda 7,Tienda 99,57,8,267
Tienda 8,Tienda 0,93,87,301
Tienda 8,Tienda 1,89,43,271
Tienda 8,Tienda 2,65,33,421
Tienda 8,Tienda 3,6,20,394
Tienda 8,Tienda 4,57,68,17
Tienda 8,Tienda 5,49,99,51
Tienda 8,Tienda 6,92,48,241
Tienda 8,Tienda 7,59,99,157
Tienda 8,Tienda 9,48,48,81
Tienda 8,Tienda 10,47,11,397
Tienda 8,Tienda 11,52,31,33
Tienda 8,Tienda 12,94,50,134
Tienda 8,Tienda 13,21,48,99
Tienda 8,Tienda 14,34,97,280
Tienda 8,Tienda 15,50,8,472
Tienda 8,Tienda 16,45,8,34
Tienda 8,Tienda 17,11,91,381
Tienda 8,Tienda 18,78,22,487
Tienda 8,Tienda 19,9,74,28
Tienda 8,Tienda 20,73,71,156
Tienda 8,Tienda 21,55,30,38
Tienda 8,Tienda 22,47,9,34
Tienda 8,Tienda 23,43,78,314
Tienda 8,Tienda 24,75,86,259
Tienda 8,Tienda 25,51,33,400
Tienda 8,Tienda 26,27,28,299
Tienda 8,Tienda 27,47,48,54
Tienda 8,Tienda 28,87,37,354
Tienda 8,Tienda 29,63,63,386
Tienda 8,Tienda 30,68,100,114
Tienda 8,Tienda 31,72,17,77
Tienda 8,Tienda 32,5,31,202
Tienda 8,Tienda 33,84,3,397
Tienda 8,Tienda 34,19,53,200
Tienda 8,Tienda 35,66,31,355
Tienda 8,Tienda 36,27,88,198
Tienda 8,Tienda 37,72,94,24
Tienda 8,Tienda 38,37,35,45
Tienda 8,Tienda 39,100,60,64
Tienda 8,Tienda 40,61,74,227
Tienda 8,Tienda 41,89,69,477
Tienda 8,Tienda 42,67,26,228
Tienda 8,Tienda 43,30,81,391
Tienda 8,Tienda 44,9,13,402
Tienda 8,Tienda 45,40,19,343
Tienda 8,Tienda 46,41,98,156
Tienda 8,Tienda 47,99,78,446
Tienda 8,Tienda 48,10,73,217
Tienda 8,Tienda 49,23,86,176
Tienda 8,Tienda 50,81,71,189
Tienda 8,Tienda 51,65,83,484
Tienda 8,Tienda 52,2,52,270
Tienda 8,Tienda 53,82,42,456
Tienda 8,Tienda 54,36,70,322
Tienda 8,Tienda 55,76,88,380
Tienda 8,Tienda 56,83,90,137
Tienda 8,Tienda 57,31,47,42
Tienda 8,Tienda 58,91,48,136
Tienda 8,Tienda 59,45,60,188
Tienda 8,Tienda 60,45,81,57
Tienda 8,Tienda 61,37,44,94
Tienda 8,Tienda 62,38,59,464
Tienda 8,Tienda 63,76,93,164
Tienda 8,Tienda 64,38,48,493
Tienda 8,Tienda 65,94,97,396
Tienda 8,Tienda 66,5,86,174
Tienda 8,Tienda 67,54,23,20
Tienda 8,Tienda 68,30,60,19
Tienda 8,Tienda 69,48,14,147
Tienda 8,Tienda 70,84,87,327
Tienda 8,Tienda 71,66,76,100
Tienda 8,Tienda 72,32,36,20
Tienda 8,Tienda 73,90,36,277
Tienda 8,Tienda 74,24,36,276
Tienda 8,Tienda 75,61,29,62
Tienda 8,Tienda 76,86,51,472
Tienda 8,Tienda 77,15,83,260
Tienda 8,Tienda 78,68,9,394
Tienda 8,Tienda 79,48,2,233
Tienda 8,Tienda 80,40,79,494
Tienda 8,Tienda 81,27,90,23
Tienda 8,Tienda 82,38,14,343
Tienda 8,Tienda 83,11,95,238
Tienda 8,Tienda 84,19,45,298
Tienda 8,Tienda 85,17,44,207
Tienda 8,Tienda 86,34,65,310
Tienda 8,Tienda 87,57,47,179
Tienda 8,Tienda 88,82,99,317
Tienda 8,Tienda 89,85,74,55
Tienda 8,Tienda 90,71,18,348
Tienda 8,Tienda 91,88,98,187
Tienda 8,Tienda 92,46,18,476
Tienda 8,Tienda 93,35,79,246
Tienda 8,Tienda 94,20,98,347
Tienda 8,Tienda 95,57,15,235
Tienda 8,Tienda 96,14,41,71
Tienda 8,Tienda 97,82,71,461
Tienda 8,Tienda 98,100,88,254
Tienda 8,Tienda 99,44,54,477
Tienda 9,Tienda 0,5,80,130
Tienda 9,Tienda 1,29,95,255
Tienda 9,Tienda 2,25,22,462
Tienda 9,Tienda 3,99,49,350
Tienda 9,Tienda 4,44,70,114
Tienda 9,Tienda 5,20,38,407
Tienda 9,Tienda 6,65,23,325
Tienda 9,Tienda 7,40,61,132
Tienda 9,Tienda 8,56,9,356
Tienda 9,Tienda 10,54,48,124
Tienda 9,Tienda 11,76,7,177
Tienda 9,Tienda 12,16,70,400
Tienda 9,Tienda 13,5,36,68
Tienda 9,Tienda 14,17,19,16
Tienda 9,Tienda 15,82,6,144
Tienda 9,Tienda 16,65,42,429
Tienda 9,Tienda 17,50,51,232
Tienda 9,Tienda 18,25,47,374
Tienda 9,Tienda 19,81,95,154
Tienda 9,Tienda 20,78,85,439
Tienda 9,Tienda 21,31,49,486
Tienda 9,Tienda 22,4,91,235
Tienda 9,Tienda 23,67,18,213
Tienda 9,Tienda 24,59,36,371
Tienda 9,Tienda 25,40,93,277
Tienda 9,Tienda 26,75,26,134
Tienda 9,Tienda 27,56,1,59
Tienda 9,Tienda 28,83,60,396
Tienda 9,Tienda 29,20,20,461
Tienda 9,Tienda 30,33,33,112
Tienda 9,Tienda 31,32,46,217
Tienda 9,Tienda 32,50,83,277
Tienda 9,Tienda 33,50,24,71
Tienda 9,Tienda 34,27,62,149
Tienda 9,Tienda 35,5,72,125
Tienda 9,Tienda 36,77,32,433
Tienda 9,Tienda 37,63,17,209
Tienda 9,Tienda 38,7,2,123
Tienda 9,Tienda 39,84,78,47
Tienda 9,Tienda 40,53,3,482
Tienda 9,Tienda 41,83,93,461
Tienda 9,Tienda 42,36,59,336
Tienda 9,Tienda 43,38,34,59
Tienda 9,Tienda 44,28,3,130
Tienda 9,Tienda 45,38,48,326
Tienda 9,Tienda 46,22,38,355
Tienda 9,Tienda 47,88,31,261
Tienda 9,Tienda 48,35,28,312
Tienda 9,Tienda 49,29,89,273
Tienda 9,Tienda 50,87,99,101
Tienda 9,Tienda 51,25,29,258
Tienda 9,Tienda 52,73,26,341
Tienda 9,Tienda 53,2,78,281
Tienda 9,Tienda 54,88,97,286
Tienda 9,Tienda 55,17,36,110
Tienda 9,Tienda 56,14,41,294
Tienda 9,Tienda 57,4,17,404
Tienda 9,Tienda 58,30,68,67
Tienda 9,Tienda 59,38,41,381
Tienda 9,Tienda 60,57,83,194
Tienda 9,Tienda 61,9,60,367
Tienda 9,Tienda 62,50,91,26
Tienda 9,Tienda 63,99,86,91
Tienda 9,Tienda 64,66,80,213
Tienda 9,Tienda 65,12,65,19
Tienda 9,Tienda 66,71,72,407
Tienda 9,Tienda 67,87,33,164
Tienda 9,Tienda 68,78,89,480
Tienda 9,Tienda 69,92,14,490
Tienda 9,Tienda 70,92,78,394
Tienda 9,Tienda 71,6,37,156
Tienda 9,Tienda 72,46,62,75
Tienda 9,Tienda 73,22,33,38
Tienda 9,Tienda 74,14,63,144
Tienda 9,Tienda 75,30,60,418
Tienda 9,Tienda 76,22,79,103
Tienda 9,Tienda 77,78,56,171
Tienda 9,Tienda 78,84,18,79
Tienda 9,Tienda 79,39,23,315
Tienda 9,Tienda 80,77,95,422
Tienda 9,Tienda 81,31,56,29
Tienda 9,Tienda 82,30,23,119
Tienda 9,Tienda 83,77,30,330
Tienda 9,Tienda 84,63,53,85
Tienda 9,Tienda 85,88,39,240
Tienda 9,Tienda 86,10,19,368
Tienda 9,Tienda 87,1,53,307
Tienda 9,Tienda 88,55,97,381
Tienda 9,Tienda 89,23,1,205
Tienda 9,Tienda 90,41,63,471
Tienda 9,Tienda 91,15,24,108
Tienda 9,Tienda 92,61,61,119
Tienda 9,Tienda 93,73,63,151
Tienda 9,Tienda 94,92,13,237
Tienda 9,Tienda 95,86,34,187
Tienda 9,Tienda 96,83,11,256
Tienda 9,Tienda 97,24,13,492
Tienda 9,Tienda 98,17,35,138
Tienda 9,Tienda 99,66,63,269
Tienda 10,Tienda 0,62,98,364
Tienda 10,Tienda 1,24,6,69
Tienda 10,Tienda 2,11,10,332
Tienda 10,Tienda 3,19,2,53
Tienda 10,Tienda 4,78,48,225
Tienda 10,Tienda 5,60,36,201
Tienda 10,Tienda 6,94,28,312
Tienda 10,Tienda 7,2,17,288
Tienda 10,Tienda 8,30,4,266
Tienda 10,Tienda 9,28,37,48
Tienda 10,Tienda 11,48,12,436
Tienda 10,Tienda 12,99,60,359
Tienda 10,Tienda 13,26,93,398
Tienda 10,Tienda 14,47,81,350
Tienda 10,Tienda 15,29,44,462
Tienda 10,Tienda 16,68,89,440
Tienda 10,Tienda 17,38,87,246
Tienda 10,Tienda 18,29,47,309
Tienda 10,Tienda 19,40,41,292
Tienda 10,Tienda 20,98,88,289
Tienda 10,Tienda 21,100,55,55
Tienda 10,Tienda 22,56,44,33
Tienda 10,Tienda 23,41,100,212
Tienda 10,Tienda 24,45,45,168
Tienda 10,Tienda 25,100,67,352
Tienda 10,Tienda 26,31,33,132
Tienda 10,Tienda 27,43,25,430
Tienda 10,Tienda 28,63,43,227
Tienda 10,Tienda 29,23,39,141
Tienda 10,Tienda 30,84,58,344
Tienda 10,Tienda 31,100,58,261
Tienda 10,Tienda 32,51,14,488
Tienda 10,Tienda 33,34,71,114
Tienda 10,Tienda 34,49,97,462
Tienda 10,Tienda 35,38,44,55
Tienda 10,Tienda 36,18,15,122
Tienda 10,Tienda 37,11,98,164
Tienda 10,Tienda 38,64,75,477
Tienda 10,Tienda 39,93,75,405
Tienda 10,Tienda 40,58,65,14
Tienda 10,Tienda 41,47,1,181
Tienda 10,Tienda 42,38,59,284
Tienda 10,Tienda 43,6,50,55
Tienda 10,Tienda 44,97,25,147
Tienda 10,Tienda 45,16,22,178
Tienda 10,Tienda 46,89,7,20
Tienda 10,Tienda 47,30,69,343
Tienda 10,Tienda 48,7,86,143
Tienda 10,Tienda 49,37,35,238
Tienda 10,Tienda 50,97,46,180
Tienda 10,Tienda 51,63,53,323
Tienda 10,Tienda 52,8,3,135
Tienda 10,Tienda 53,79,80,443
Tienda 10,Tienda 54,76,33,139
Tienda 10,Tienda 55,34,76,91
Tienda 10,Tienda 56,1,23,389
Tienda 10,Tienda 57,62,23,94
Tienda 10,Tienda 58,63,82,267
Tienda 10,Tienda 59,78,24,353
Tienda 10,Tienda 60,5,45,295
Tienda 10,Tienda 61,40,38,44
Tienda 10,Tienda 62,49,22,10
Tienda 10,Tienda 63,77,61,469
Tienda 10,Tienda 64,3,19,460
Tienda 10,Tienda 65,43,91,366
Tienda 10,Tienda 66,31,76,174
Tienda 10,Tienda 67,77,50,180
Tienda 10,Tienda 68,71,22,99
Tienda 10,Tienda 69,3,92,16
Tienda 10,Tienda 70,83,73,367
Tienda 10,Tienda 71,33,79,258
Tienda 10,Tienda 72,78,5,93
Tienda 10,Tienda 73,97,22,24
Tienda 10,Tienda 74,100,2,397
Tienda 10,Tienda 75,34,31,159
Tienda 10,Tienda 76,35,94,270
Tienda 10,Tienda 77,9,91,67
Tienda 10,Tienda 78,31,31,325
Tienda 10,Tienda 79,80,23,421
Tienda 10,Tienda 80,70,84,206
Tienda 10,Tienda 81,59,61,492
Tienda 10,Tienda 82,67,44,120
Tienda 10,Tienda 83,59,50,295
Tienda 10,Tienda 84,54,83,90
Tienda 10,Tienda 85,82,28,137
Tienda 10,Tienda 86,41,30,268
Tienda 10,Tienda 87,99,59,135
Tienda 10,Tienda 88,75,39,218
Tienda 10,Tienda 89,39,76,160
Tienda 10,Tienda 90,59,59,194
Tienda 10,Tienda 91,46,93,492
Tienda 10,Tienda 92,1,69,334
Tienda 10,Tienda 93,37,2,79
Tienda 10,Tienda 94,98,76,493
Tienda 10,Tienda 95,96,30,8
Tienda 10,Tienda 96,75,9,186
Tienda 10,Tienda 97,30,100,37
Tienda 10,Tienda 98,41,99,423
Tienda 10,Tienda 99,26,59,70
Tienda 11,Tienda 0,98,75,331
Tienda 11,Tienda 1,48,9,60
Tienda 11,Tienda 2,29,76,172
Tienda 11,Tienda 3,50,71,277
Tienda 11,Tienda 4,77,40,19
Tienda 11,Tienda 5,18,75,407
Tienda 11,Tienda 6,18,99,127
Tienda 11,Tienda 7,17,25,449
Tienda 11,Tienda 8,92,98,5
Tienda 11,Tienda 9,84,87,462
Tienda 11,Tienda 10,89,55,497
Tienda 11,Tienda 12,9,27,274
Tienda 11,Tienda 13,31,8,345
Tienda 11,Tienda 14,72,62,373
Tienda 11,Tienda 15,53,10,466
Tienda 11,Tienda 16,3,15,111
Tienda 11,Tienda 17,3,17,297
Tienda 11,Tienda 18,52,33,193
Tienda 11,Tienda 19,19,52,301
Tienda 11,Tienda 20,31,30,304
Tienda 11,Tienda 21,19,99,406
Tienda 11,Tienda 22,100,58,53
Tienda 11,Tienda 23,14,75,23
Tienda 11,Tienda 24,84,50,109
Tienda 11,Tienda 25,50,20,81
Tienda 11,Tienda 26,24,96,443
Tienda 11,Tienda 27,10,34,59
Tienda 11,Tienda 28,8,28,321
Tienda 11,Tienda 29,34,57,470
Tienda 11,Tienda 30,68,99,156
Tienda 11,Tienda 31,16,45,379
Tienda 11,Tienda 32,1,90,387
Tienda 11,Tienda 33,81,96,183
Tienda 11,Tienda 34,15,3,15
Tienda 11,Tienda 35,7,29,332
Tienda 11,Tienda 36,49,27,268
Tienda 11,Tienda 37,79,45,312
Tienda 11,Tienda 38,6,41,157
Tienda 11,Tienda 39,28,85,200
Tienda 11,Tienda 40,65,79,97
Tienda 11,Tienda 41,69,100,333
Tienda 11,Tienda 42,30,44,242
Tienda 11,Tienda 43,79,5,196
Tienda 11,Tienda 44,100,99,20
Tienda 11,Tienda 45,37,4,447
Tienda 11,Tienda 46,14,76,222
Tienda 11,Tienda 47,56,7,145
Tienda 11,Tienda 48,44,96,266
Tienda 11,Tienda 49,21,33,98
Tienda 11,Tienda 50,3,64,51
Tienda 11,Tienda 51,84,36,54
Tienda 11,Tienda 52,53,53,251
Tienda 11,Tienda 53,24,56,69
Tienda 11,Tienda 54,49,77,414
Tienda 11,Tienda 55,94,96,125
Tienda 11,Tienda 56,7,37,249
Tienda 11,Tienda 57,76,4,204
Tienda 11,Tienda 58,7,35,76
Tienda 11,Tienda 59,63,3,356
Tienda 11,Tienda 60,30,90,254
Tienda 11,Tienda 61,62,81,361
Tienda 11,Tienda 62,40,60,70
Tienda 11,Tienda 63,7,84,29
Tienda 11,Tienda 64,93,56,241
Tienda 11,Tienda 65,40,30,234
Tienda 11,Tienda 66,91,4,193
Tienda 11,Tienda 67,24,20,5
Tienda 11,Tienda 68,6,86,199
Tienda 11,Tienda 69,98,7,258
Tienda 11,Tienda 70,64,28,299
Tienda 11,Tienda 71,22,43,106
Tienda 11,Tienda 72,1,13,20
Tienda 11,Tienda 73,56,50,462
Tienda 11,Tienda 74,29,72,277
Tienda 11,Tienda 75,12,34,456
Tienda 11,Tienda 76,33,63,105
Tienda 11,Tienda 77,90,63,82
Tienda 11,Tienda 78,21,6,379
Tienda 11,Tienda 79,4,37,446
Tienda 11,Tienda 80,69,55,415
Tienda 11,Tienda 81,21,71,436
Tienda 11,Tienda 82,1,89,463
Tienda 11,Tienda 83,9,97,291
Tienda 11,Tienda 84,95,41,30
Tienda 11,Tienda 85,25,20,295
Tienda 11,Tienda 86,67,35,414
Tienda 11,Tienda 87,19,70,328
Tienda 11,Tienda 88,7,26,373
Tienda 11,Tienda 89,86,4,479
Tienda 11,Tienda 90,56,3,52
Tienda 11,Tienda 91,15,74,157
Tienda 11,Tienda 92,23,11,230
Tienda 11,Tienda 93,65,78,85
Tienda 11,Tienda 94,49,16,235
Tienda 11,Tienda 95,86,99,283
Tienda 11,Tienda 96,51,89,196
Tienda 11,Tienda 97,28,88,31
Tienda 11,Tienda 98,3,39,92
Tienda 11,Tienda 99,86,33,425
Tienda 12,Tienda 0,43,22,94
Tienda 12,Tienda 1,56,70,113
Tienda 12,Tienda 2,1,79,152
Tienda 12,Tienda 3,74,6,108
Tienda 12,Tienda 4,79,100,287
Tienda 12,Tienda 5,84,98,488
Tienda 12,Tienda 6,20,37,20
Tienda 12,Tienda 7,31,16,13
Tienda 12,Tienda 8,9,86,403
Tienda 12,Tienda 9,34,41,205
Tienda 12,Tienda 10,28,58,329
Tienda 12,Tienda 11,85,22,367
Tienda 12,Tienda 13,51,78,365
Tienda 12,Tienda 14,43,44,144
Tienda 12,Tienda 15,44,91,108
Tienda 12,Tienda 16,16,58,425
Tienda 12,Tienda 17,19,15,145
Tienda 12,Tienda 18,58,33,73
Tienda 12,Tienda 19,41,87,116
Tienda 12,Tienda 20,43,32,342
Tienda 12,Tienda 21,39,83,364
Tienda 12,Tienda 22,4,64,186
Tienda 12,Tienda 23,84,75,274
Tienda 12,Tienda 24,66,81,46
Tienda 12,Tienda 25,95,52,110
Tienda 12,Tienda 26,14,2,389
Tienda 12,Tienda 27,58,42,9
Tienda 12,Tienda 28,42,93,220
Tienda 12,Tienda 29,74,44,324
Tienda 12,Tienda 30,99,39,494
Tienda 12,Tienda 31,45,95,275
Tienda 12,Tienda 32,98,17,195
Tienda 12,Tienda 33,78,55,111
Tienda 12,Tienda 34,93,13,452
Tienda 12,Tienda 35,59,100,164
Tienda 12,Tienda 36,93,61,290
Tienda 12,Tienda 37,60,81,8
Tienda 12,Tienda 38,44,54,238
Tienda 12,Tienda 39,2,51,14
Tienda 12,Tienda 40,63,55,373
Tienda 12,Tienda 41,90,22,480
Tienda 12,Tienda 42,15,18,323
Tienda 12,Tienda 43,65,58,260
Tienda 12,Tienda 44,97,92,24
Tienda 12,Tienda 45,95,46,339
Tienda 12,Tienda 46,11,20,268
Tienda 12,Tienda 47,30,100,307
Tienda 12,Tienda 48,13,95,86
Tienda 12,Tienda 49,97,51,460
Tienda 12,Tienda 50,41,41,7
Tienda 12,Tienda 51,65,43,66
Tienda 12,Tienda 52,84,97,466
Tienda 12,Tienda 53,37,97,441
Tienda 12,Tienda 54,63,49,292
Tienda 12,Tienda 55,39,78,495
Tienda 12,Tienda 56,48,19,159
Tienda 12,Tienda 57,82,83,393
Tienda 12,Tienda 58,29,88,71
Tienda 12,Tienda 59,70,11,392
Tienda 12,Tienda 60,76,100,316
Tienda 12,Tienda 61,1,56,207
Tienda 12,Tienda 62,56,88,245
Tienda 12,Tienda 63,89,93,412
Tienda 12,Tienda 64,38,17,290
Tienda 12,Tienda 65,68,62,110
Tienda 12,Tienda 66,29,5,130
Tienda 12,Tienda 67,40,26,146
Tienda 12,Tienda 68,38,77,138
Tienda 12,Tienda 69,13,16,416
Tienda 12,Tienda 70,78,6,455
Tienda 12,Tienda 71,35,27,119
Tienda 12,Tienda 72,42,66,353
Tienda 12,Tienda 73,28,86,382
Tienda 12,Tienda 74,14,5,83
Tienda 12,Tienda 75,39,44,50
Tienda 12,Tienda 76,48,88,147
Tienda 12,Tienda 77,14,1,484
Tienda 12,Tienda 78,57,39,89
Tienda 12,Tienda 79,8,41,184
Tienda 12,Tienda 80,13,89,120
Tienda 12,Tienda 81,100,68,52
Tienda 12,Tienda 82,16,99,57
Tienda 12,Tienda 83,38,31,209
Tienda 12,Tienda 84,94,46,487
Tienda 12,Tienda 85,14,70,55
Tienda 12,Tienda 86,1,30,350
Tienda 12,Tienda 87,79,86,295
Tienda 12,Tienda 88,77,97,426
Tienda 12,Tienda 89,58,12,208
Tienda 12,Tienda 90,28,55,34
Tienda 12,Tienda 91,10,83,271
Tienda 12,Tienda 92,46,19,291
Tienda 12,Tienda 93,82,39,400
Tienda 12,Tienda 94,60,99,163
Tienda 12,Tienda 95,28,21,410
Tienda 12,Tienda 96,40,91,100
Tienda 12,Tienda 97,95,17,468
Tienda 12,Tienda 98,1,4,258
Tienda 12,Tienda 99,90,30,88
Tienda 13,Tienda 0,20,9,437
Tienda 13,Tienda 1,69,64,171
Tienda 13,Tienda 2,89,95,294
Tienda 13,Tienda 3,1,56,13
Tienda 13,Tienda 4,39,55,81
Tienda 13,Tienda 5,94,5,236
Tienda 13,Tienda 6,79,74,159
Tienda 13,Tienda 7,69,6,217
Tienda 13,Tienda 8,24,61,161
Tienda 13,Tienda 9,52,37,68
Tienda 13,Tienda 10,77,51,435
Tienda 13,Tienda 11,56,75,69
Tienda 13,Tienda 12,90,64,253
Tienda 13,Tienda 14,54,90,290
Tienda 13,Tienda 15,82,40,452
Tienda 13,Tienda 16,42,52,196
Tienda 13,Tienda 17,68,25,99
Tienda 13,Tienda 18,82,30,215
Tienda 13,Tienda 19,57,81,430
Tienda 13,Tienda 20,47,28,164
Tienda 13,Tienda 21,45,56,254
Tienda 13,Tienda 22,33,91,373
Tienda 13,Tienda 23,54,83,14
Tienda 13,Tienda 24,99,38,38
Tienda 13,Tienda 25,6,16,381
Tienda 13,Tienda 26,63,51,183
Tienda 13,Tienda 27,30,58,367
Tienda 13,Tienda 28,1,22,71
Tienda 13,Tienda 29,61,3,368
Tienda 13,Tienda 30,46,8,184
Tienda 13,Tienda 31,79,91,275
Tienda 13,Tienda 32,85,34,344
Tienda 13,Tienda 33,24,11,370
Tienda 13,Tienda 34,1,62,416
Tienda 13,Tienda 35,82,26,389
Tienda 13,Tienda 36,86,3,257
Tienda 13,Tienda 37,18,21,238
Tienda 13,Tienda 38,58,70,231
Tienda 13,Tienda 39,33,30,257
Tienda 13,Tienda 40,71,54,348
Tienda 13,Tienda 41,84,27,340
Tienda 13,Tienda 42,97,59,289
Tienda 13,Tienda 43,71,42,144
Tienda 13,Tienda 44,18,20,393
Tienda 13,Tienda 45,60,16,447
Tienda 13,Tienda 46,23,10,336
Tienda 13,Tienda 47,78,15,158
Tienda 13,Tienda 48,100,48,175
Tienda 13,Tienda 49,82,15,407
Tienda 13,Tienda 50,25,42,137
Tienda 13,Tienda 51,92,70,317
Tienda 13,Tienda 52,55,10,101
Tienda 13,Tienda 53,26,66,426
Tienda 13,Tienda 54,91,29,287
Tienda 13,Tienda 55,82,14,236
Tienda 13,Tienda 56,70,92,75
Tienda 13,Tienda 57,96,55,266
Tienda 13,Tienda 58,87,84,223
Tienda 13,Tienda 59,65,98,57
Tienda 13,Tienda 60,60,54,438
Tienda 13,Tienda 61,12,56,84
Tienda 13,Tienda 62,48,56,269
Tienda 13,Tienda 63,2,83,426
Tienda 13,Tienda 64,66,81,494
Tienda 13,Tienda 65,47,12,386
Tienda 13,Tienda 66,46,8,499
Tienda 13,Tienda 67,57,75,48
Tienda 13,Tienda 68,81,9,423
Tienda 13,Tienda 69,41,68,206
Tienda 13,Tienda 70,47,92,250
Tienda 13,Tienda 71,54,26,454
Tienda 13,Tienda 72,87,81,101
Tienda 13,Tienda 73,51,81,254
Tienda 13,Tienda 74,12,20,158
Tienda 13,Tienda 75,78,10,244
Tienda 13,Tienda 76,28,56,165
Tienda 13,Tienda 77,13,8,233
Tienda 13,Tienda 78,99,65,212
Tienda 13,Tienda 79,100,92,271
Tienda 13,Tienda 80,46,63,166
Tienda 13,Tienda 81,71,18,46
Tienda 13,Tienda 82,94,46,315
Tienda 13,Tienda 83,42,49,84
Tienda 13,Tienda 84,29,75,338
Tienda 13,Tienda 85,40,93,33
Tienda 13,Tienda 86,89,55,156
Tienda 13,Tienda 87,73,56,269
Tienda 13,Tienda 88,79,25,274
Tienda 13,Tienda 89,49,83,269
Tienda 13,Tienda 90,67,96,470
Tienda 13,Tienda 91,5,57,57
Tienda 13,Tienda 92,62,25,33
Tienda 13,Tienda 93,92,17,262
Tienda 13,Tienda 94,80,54,317
Tienda 13,Tienda 95,63,10,278
Tienda 13,Tienda 96,53,99,160
Tienda 13,Tienda 97,49,63,357
Tienda 13,Tienda 98,38,33,263
Tienda 13,Tienda 99,88,65,38
Tienda 14,Tienda 0,90,43,160
Tienda 14,Tienda 1,97,37,257
Tienda 14,Tienda 2,66,16,327
Tienda 14,Tienda 3,43,79,405
Tienda 14,Tienda 4,11,94,185
Tienda 14,Tienda 5,80,37,246
Tienda 14,Tienda 6,6,73,492
Tienda 14,Tienda 7,94,97,447
Tienda 14,Tienda 8,19,40,47
