almacen,producto,cantidad,shelfTimePromedioDias,bloque
Almacen 0,Producto 606,10,23.42,E-8
Almacen 0,Producto 607,80,3.27,E-2
Almacen 0,Producto 608,62,23.64,A-2
Almacen 0,Producto 609,88,12.4,G-6
Almacen 0,Producto 610,20,1.63,D-4
Almacen 0,Producto 611,89,20.6,F-6
Almacen 0,Producto 612,21,2.38,C-8
Almacen 0,Producto 613,67,4.98,A-2
Almacen 0,Producto 614,97,4.1,B-7
Almacen 0,Producto 615,47,25.18,D-6
Almacen 0,Producto 616,22,7.71,G-8
Almacen 0,Producto 617,42,7.53,G-2
Almacen 0,Producto 618,9,29.53,H-8
Almacen 0,Producto 619,48,3.39,C-8
Almacen 0,Producto 620,47,7.71,H-1
Almacen 0,Producto 621,99,15.03,C-3
Almacen 0,Producto 622,63,7.25,D-8
Almacen 0,Producto 623,3,12.74,F-1
Almacen 0,Producto 624,62,22.25,C-8
Almacen 0,Producto 625,55,21.46,F-3
Almacen 0,Producto 626,91,26.0,B-3
Almacen 0,Producto 627,50,23.19,G-8
Almacen 0,Producto 628,15,25.72,A-5
Almacen 0,Producto 629,21,11.9,A-1
Almacen 0,Producto 630,11,19.18,B-2
Almacen 0,Producto 631,43,21.15,B-1
Almacen 0,Producto 632,89,14.0,B-1
Almacen 0,Producto 633,53,29.21,H-3
Almacen 0,Producto 634,87,10.39,H-2
Almacen 0,Producto 635,46,28.81,G-7
Almacen 0,Producto 636,42,11.48,F-5
Almacen 0,Producto 637,54,23.59,B-4
Almacen 0,Producto 638,88,10.3,H-4
Almacen 0,Producto 639,66,5.46,G-5
Almacen 0,Producto 640,32,8.21,A-4
Almacen 0,Producto 641,92,16.81,A-1
Almacen 0,Producto 642,66,10.98,C-8
Almacen 0,Producto 643,93,24.94,G-6
Almacen 0,Producto 644,15,21.97,F-4
Almacen 0,Producto 645,13,12.7,F-1
Almacen 0,Producto 646,21,18.89,A-3
Almacen 0,Producto 647,86,19.74,E-4
Almacen 0,Producto 648,37,11.77,A-3
Almacen 0,Producto 649,82,16.41,B-2
Almacen 0,Producto 650,32,16.26,G-2
Almacen 0,Producto 651,78,13.33,B-2
Almacen 0,Producto 652,53,7.66,F-3
Almacen 0,Producto 653,41,27.21,H-8
Almacen 0,Producto 654,17,23.92,F-3
Almacen 0,Producto 655,9,26.18,B-1
Almacen 0,Producto 656,42,14.0,A-6
Almacen 0,Producto 657,15,16.57,H-4
Almacen 0,Producto 658,55,3.22,B-6
Almacen 0,Producto 659,47,9.0,C-7
Almacen 0,Producto 660,38,8.12,A-7
Almacen 0,Producto 661,20,4.57,E-5
Almacen 0,Producto 662,1,25.25,G-1
Almacen 0,Producto 663,12,22.36,F-2
Almacen 0,Producto 664,62,9.85,H-8
Almacen 0,Producto 665,95,26.7,C-6
Almacen 0,Producto 666,45,16.65,F-8
Almacen 0,Producto 667,41,7.61,H-5
Almacen 0,Producto 668,8,15.76,A-7
Almacen 0,Producto 669,85,13.38,B-3
Almacen 0,Producto 670,63,23.42,G-6
Almacen 0,Producto 671,13,24.9,H-1
Almacen 0,Producto 672,68,6.75,D-1
Almacen 0,Producto 673,90,25.98,D-5
Almacen 0,Producto 674,29,12.62,D-4
Almacen 0,Producto 675,17,23.6,C-5
Almacen 0,Producto 676,62,8.09,B-3
Almacen 0,Producto 677,34,24.53,C-2
Almacen 0,Producto 678,69,1.65,D-7
Almacen 0,Producto 679,53,11.64,B-2
Almacen 0,Producto 680,78,2.12,C-4
Almacen 0,Producto 681,81,10.11,A-3
Almacen 0,Producto 682,13,28.17,G-4
Almacen 0,Producto 683,23,22.0,B-5
Almacen 0,Producto 684,68,22.46,D-5
Almacen 0,Producto 685,18,3.52,G-1
Almacen 0,Producto 686,28,22.16,G-1
Almacen 0,Producto 687,73,18.03,E-3
Almacen 0,Producto 688,99,16.98,C-8
Almacen 0,Producto 689,43,7.16,E-4
Almacen 0,Producto 690,96,19.6,D-6
Almacen 0,Producto 691,74,10.35,A-2
Almacen 0,Producto 692,43,8.19,E-5
Almacen 0,Producto 693,56,24.08,A-2
Almacen 0,Producto 694,55,8.5,E-7
Almacen 0,Producto 695,65,13.93,D-5
Almacen 0,Producto 696,89,3.7,E-5
Almacen 0,Producto 697,89,16.17,H-4
Almacen 0,Producto 698,20,7.6,G-3
Almacen 0,Producto 699,33,21.06,E-6
Almacen 0,Producto 700,28,28.17,F-2
Almacen 0,Producto 701,93,5.06,C-4
Almacen 0,Producto 702,0,28.1,F-8
Almacen 0,Producto 703,94,26.02,F-2
Almacen 0,Producto 704,97,26.19,G-1
Almacen 0,Producto 705,74,9.62,C-3
Almacen 0,Producto 706,27,4.42,B-3
Almacen 0,Producto 707,34,26.31,D-8
Almacen 0,Producto 708,44,5.36,F-6
Almacen 0,Producto 709,22,27.04,H-6
Almacen 0,Producto 710,2,29.59,F-7
Almacen 0,Producto 711,58,25.04,G-7
Almacen 0,Producto 712,56,17.3,E-6
Almacen 0,Producto 713,74,28.8,G-6
Almacen 0,Producto 714,79,20.46,B-7
Almacen 0,Producto 715,52,12.69,B-7
Almacen 0,Producto 716,34,7.93,H-3
Almacen 0,Producto 717,40,24.29,B-7
Almacen 0,Producto 718,56,11.19,E-4
Almacen 0,Producto 719,97,22.36,A-6
Almacen 0,Producto 720,75,27.95,G-4
Almacen 0,Producto 721,5,27.78,F-3
Almacen 0,Producto 722,89,9.15,A-7
Almacen 0,Producto 723,17,28.15,H-6
Almacen 0,Producto 724,2,19.58,C-5
Almacen 0,Producto 725,88,14.47,B-6
Almacen 0,Producto 726,48,7.46,B-6
Almacen 0,Producto 727,35,4.44,G-7
Almacen 0,Producto 728,36,4.04,E-4
Almacen 0,Producto 729,81,5.24,C-4
Almacen 0,Producto 730,81,8.55,G-1
Almacen 0,Producto 731,79,29.03,E-6
Almacen 0,Producto 732,68,17.8,H-2
Almacen 0,Producto 733,40,4.51,F-5
Almacen 0,Producto 734,65,28.62,B-8
Almacen 0,Producto 735,77,5.76,E-4
Almacen 0,Producto 736,0,2.07,F-1
Almacen 0,Producto 737,29,5.0,A-2
Almacen 0,Producto 738,6,15.86,F-8
Almacen 0,Producto 739,90,14.62,C-1
Almacen 0,Producto 740,76,5.28,G-6
Almacen 0,Producto 741,36,2.7,F-7
Almacen 0,Producto 742,43,27.32,F-1
Almacen 0,Producto 743,3,6.26,A-1
Almacen 0,Producto 744,56,28.36,F-3
Almacen 0,Producto 745,18,5.31,F-2
Almacen 0,Producto 746,12,5.45,B-1
Almacen 0,Producto 747,11,12.94,C-3
Almacen 0,Producto 748,28,2.02,F-8
Almacen 0,Producto 749,89,16.46,C-4
Almacen 0,Producto 750,79,20.05,G-1
Almacen 0,Producto 751,32,1.23,G-5
Almacen 0,Producto 752,22,7.25,A-5
Almacen 0,Producto 753,40,7.2,C-6
Almacen 0,Producto 754,33,18.68,F-2
Almacen 0,Producto 755,23,22.26,D-8
Almacen 0,Producto 756,55,2.43,B-4
Almacen 0,Producto 757,42,8.55,D-7
Almacen 0,Producto 758,32,4.51,D-6
Almacen 0,Producto 759,6,18.43,D-1
Almacen 0,Producto 760,44,6.1,F-3
Almacen 0,Producto 761,52,29.12,A-2
Almacen 0,Producto 762,36,25.35,D-4
Almacen 0,Producto 763,92,22.38,F-6
Almacen 0,Producto 764,54,23.05,H-3
Almacen 0,Producto 765,78,16.85,H-1
Almacen 0,Producto 766,18,7.7,E-6
Almacen 0,Producto 767,2,5.03,E-2
Almacen 0,Producto 768,69,2.75,C-4
Almacen 0,Producto 769,93,14.85,G-5
Almacen 0,Producto 770,53,26.37,F-5
Almacen 0,Producto 771,23,11.03,A-5
Almacen 0,Producto 772,88,6.34,B-6
Almacen 0,Producto 773,39,9.5,G-8
Almacen 0,Producto 774,96,11.91,G-5
Almacen 0,Producto 775,27,1.92,D-2
Almacen 0,Producto 776,88,11.62,C-7
Almacen 0,Producto 777,93,17.99,G-7
Almacen 0,Producto 778,51,4.39,E-8
Almacen 0,Producto 779,3,24.64,A-5
Almacen 0,Producto 780,87,26.59,C-5
Almacen 0,Producto 781,35,27.58,B-7
Almacen 0,Producto 782,0,1.2,B-1
Almacen 0,Producto 783,53,23.96,E-4
Almacen 0,Producto 784,44,12.7,C-5
Almacen 0,Producto 785,12,28.61,A-6
Almacen 0,Producto 786,83,20.87,F-8
Almacen 0,Producto 787,34,26.38,B-6
Almacen 0,Producto 788,50,11.9,H-5
Almacen 0,Producto 789,84,14.83,A-4
Almacen 0,Producto 790,93,5.13,D-2
Almacen 0,Producto 791,20,6.83,B-3
Almacen 0,Producto 792,86,20.71,D-4
Almacen 0,Producto 793,68,29.46,A-5
Almacen 0,Producto 794,72,15.32,C-7
Almacen 0,Producto 795,22,21.31,C-5
Almacen 0,Producto 796,80,9.99,D-8
Almacen 0,Producto 797,43,15.47,B-4
Almacen 0,Producto 798,31,17.27,G-4
Almacen 0,Producto 799,27,23.4,F-4
Almacen 0,Producto 800,6,1.97,E-4
Almacen 0,Producto 801,19,26.58,C-8
Almacen 0,Producto 802,9,3.91,D-3
Almacen 0,Producto 803,4,2.51,B-4
Almacen 0,Producto 804,26,8.37,B-8
Almacen 0,Producto 805,39,3.92,A-6
Almacen 0,Producto 806,99,27.49,D-5
Almacen 0,Producto 807,58,15.13,D-5
Almacen 0,Producto 808,39,14.38,B-5
Almacen 0,Producto 809,2,25.33,B-8
Almacen 0,Producto 810,1,11.77,F-8
Almacen 0,Producto 811,76,3.48,E-6
Almacen 0,Producto 812,69,24.34,A-8
Almacen 0,Producto 813,32,28.34,H-1
Almacen 0,Producto 814,4,15.52,D-7
Almacen 0,Producto 815,64,25.74,G-5
Almacen 0,Producto 816,29,18.65,A-7
Almacen 0,Producto 817,58,14.44,F-8
Almacen 0,Producto 818,87,8.62,G-8
Almacen 0,Producto 819,4,23.43,D-2
Almacen 0,Producto 820,43,20.26,B-7
Almacen 0,Producto 821,3,27.5,A-6
Almacen 0,Producto 822,29,19.76,B-1
Almacen 0,Producto 823,36,15.07,A-1
Almacen 0,Producto 824,12,21.68,A-7
Almacen 0,Producto 825,51,23.68,D-6
Almacen 0,Producto 826,88,4.77,H-7
Almacen 0,Producto 827,1,9.33,B-2
Almacen 0,Producto 828,27,25.08,C-7
Almacen 0,Producto 829,86,17.32,A-8
Almacen 0,Producto 830,72,21.76,D-4
Almacen 0,Producto 831,16,5.41,A-8
Almacen 0,Producto 832,76,9.37,A-7
Almacen 0,Producto 833,31,18.18,A-3
Almacen 0,Producto 834,42,12.55,B-7
Almacen 0,Producto 835,23,17.76,F-7
Almacen 0,Producto 836,37,7.3,D-6
Almacen 0,Producto 837,10,20.78,G-2
Almacen 0,Producto 838,11,13.21,E-1
Almacen 0,Producto 839,48,19.17,C-4
Almacen 0,Producto 840,95,20.17,F-7
Almacen 0,Producto 841,14,25.67,C-6
Almacen 0,Producto 842,93,5.26,G-1
Almacen 0,Producto 843,72,16.19,D-5
Almacen 0,Producto 844,95,24.02,G-7
Almacen 0,Producto 845,3,26.91,H-2
Almacen 0,Producto 846,19,3.22,E-7
Almacen 0,Producto 847,61,29.45,H-8
Almacen 0,Producto 848,39,29.84,D-3
Almacen 0,Producto 849,20,13.32,G-6
Almacen 0,Producto 850,64,28.9,A-5
Almacen 0,Producto 851,14,6.66,F-4
Almacen 0,Producto 852,32,25.09,A-8
Almacen 0,Producto 853,95,3.31,D-8
Almacen 0,Producto 854,5,26.19,G-8
Almacen 0,Producto 855,88,2.58,E-1
Almacen 0,Producto 856,16,9.35,D-3
Almacen 0,Producto 857,73,29.34,D-8
Almacen 0,Producto 858,63,3.2,C-1
Almacen 0,Producto 859,29,3.13,A-3
Almacen 0,Producto 860,68,3.71,F-2
Almacen 0,Producto 861,14,28.94,A-2
Almacen 0,Producto 862,28,28.16,D-7
Almacen 0,Producto 863,33,6.19,E-7
Almacen 0,Producto 864,46,23.22,D-2
Almacen 0,Producto 865,92,12.25,C-6
Almacen 0,Producto 866,78,10.41,F-2
Almacen 0,Producto 867,29,26.19,D-2
Almacen 0,Producto 868,79,7.22,B-2
Almacen 0,Producto 869,83,24.75,G-3
Almacen 0,Producto 870,80,7.11,F-7
Almacen 0,Producto 871,92,29.57,A-6
Almacen 0,Producto 872,22,16.73,H-8
Almacen 0,Producto 873,4,3.39,E-5
Almacen 0,Producto 874,0,5.77,C-7
Almacen 0,Producto 875,47,16.93,H-6
Almacen 0,Producto 876,46,25.78,B-8
Almacen 0,Producto 877,81,24.31,C-6
Almacen 0,Producto 878,8,9.26,E-3
Almacen 0,Producto 879,46,20.33,D-4
Almacen 0,Producto 880,3,4.43,G-1
Almacen 0,Producto 881,47,22.0,A-6
Almacen 0,Producto 882,94,1.55,F-1
Almacen 0,Producto 883,13,25.62,B-7
Almacen 0,Producto 884,62,9.58,E-4
Almacen 0,Producto 885,29,7.02,H-4
Almacen 0,Producto 886,72,24.96,C-5
Almacen 0,Producto 887,62,11.12,A-8
Almacen 0,Producto 888,3,15.93,B-5
Almacen 0,Producto 889,22,17.65,C-4
Almacen 0,Producto 890,14,10.94,H-1
Almacen 0,Producto 891,5,11.93,C-8
Almacen 0,Producto 892,70,9.39,D-1
Almacen 0,Producto 893,78,5.48,C-2
Almacen 0,Producto 894,0,12.02,B-2
Almacen 0,Producto 895,95,23.22,D-3
Almacen 0,Producto 896,56,29.55,F-3
Almacen 0,Producto 897,38,6.14,E-3
Almacen 0,Producto 898,80,10.12,E-6
Almacen 0,Producto 899,2,22.37,E-8
Almacen 0,Producto 900,34,5.19,D-5
Almacen 0,Producto 901,52,2.04,C-2
Almacen 0,Producto 902,2,10.73,A-5
Almacen 0,Producto 903,12,10.37,H-7
Almacen 0,Producto 904,88,25.58,B-5
Almacen 0,Producto 905,12,7.49,F-4
Almacen 0,Producto 906,53,14.25,A-3
Almacen 0,Producto 907,44,15.33,C-2
Almacen 0,Producto 908,65,26.25,H-3
Almacen 0,Producto 909,19,11.23,E-4
Almacen 0,Producto 910,81,13.82,E-1
Almacen 0,Producto 911,7,17.68,B-6
Almacen 0,Producto 912,44,4.96,E-7
Almacen 0,Producto 913,69,13.09,A-8
Almacen 0,Producto 914,58,13.21,H-1
Almacen 0,Producto 915,68,25.11,B-8
Almacen 0,Producto 916,16,10.88,E-5
Almacen 0,Producto 917,49,10.25,B-3
Almacen 0,Producto 918,89,21.94,F-8
Almacen 0,Producto 919,20,7.44,F-5
Almacen 0,Producto 920,32,8.31,H-4
Almacen 0,Producto 921,1,3.75,A-2
Almacen 0,Producto 922,92,28.17,G-6
Almacen 0,Producto 923,65,3.85,A-5
Almacen 0,Producto 924,90,12.73,C-3
Almacen 0,Producto 925,29,23.31,C-1
Almacen 0,Producto 926,89,8.66,E-4
Almacen 0,Producto 927,73,16.17,D-1
Almacen 0,Producto 928,24,27.82,A-3
Almacen 0,Producto 929,26,16.07,C-1
Almacen 0,Producto 930,88,6.97,A-3
Almacen 0,Producto 931,57,15.17,A-4
Almacen 0,Producto 932,58,6.8,H-4
Almacen 0,Producto 933,71,8.76,D-3
Almacen 0,Producto 934,100,24.31,G-4
Almacen 0,Producto 935,73,12.25,A-6
Almacen 0,Producto 936,3,9.67,B-6
Almacen 0,Producto 937,63,9.29,G-3
Almacen 0,Producto 938,92,11.75,E-4
Almacen 0,Producto 939,63,27.74,F-3
Almacen 0,Producto 940,76,25.74,F-2
Almacen 0,Producto 941,72,13.42,H-7
Almacen 0,Producto 942,18,4.09,D-5
Almacen 0,Producto 943,24,14.4,C-1
Almacen 0,Producto 944,13,4.36,E-2
Almacen 0,Producto 945,52,26.88,E-7
Almacen 0,Producto 946,49,6.38,C-5
Almacen 0,Producto 947,17,12.04,H-4
Almacen 0,Producto 948,66,28.65,F-6
Almacen 0,Producto 949,45,26.17,A-5
Almacen 0,Producto 950,49,28.43,E-3
Almacen 0,Producto 951,53,13.23,H-1
Almacen 0,Producto 952,52,19.9,G-3
Almacen 0,Producto 953,54,5.12,A-4
Almacen 0,Producto 954,84,23.27,G-8
Almacen 0,Producto 955,47,3.62,E-7
Almacen 0,Producto 956,94,27.96,C-4
Almacen 0,Producto 957,21,15.4,F-2
Almacen 0,Producto 958,96,3.36,D-4
Almacen 0,Producto 959,75,12.34,H-4
Almacen 0,Producto 960,88,8.07,H-1
Almacen 0,Producto 961,58,14.08,B-4
Almacen 0,Producto 962,13,24.32,B-2
Almacen 0,Producto 963,66,2.93,A-7
Almacen 0,Producto 964,31,11.62,A-4
Almacen 0,Producto 965,39,21.2,E-3
Almacen 0,Producto 966,18,24.06,B-8
Almacen 0,Producto 967,27,4.18,E-7
Almacen 0,Producto 968,99,27.71,E-4
Almacen 0,Producto 969,9,23.07,H-8
Almacen 0,Producto 970,72,5.19,F-6
Almacen 0,Producto 971,95,1.58,B-5
Almacen 0,Producto 972,91,12.08,D-3
Almacen 0,Producto 973,25,27.69,A-4
Almacen 0,Producto 974,33,11.98,C-7
Almacen 0,Producto 975,98,24.02,H-6
Almacen 0,Producto 976,56,6.96,C-2
Almacen 0,Producto 977,49,18.28,H-2
Almacen 0,Producto 978,73,14.39,E-5
Almacen 0,Producto 979,85,4.88,C-1
Almacen 0,Producto 980,25,29.15,A-5
Almacen 0,Producto 981,94,9.96,C-3
Almacen 0,Producto 982,76,26.13,B-5
Almacen 0,Producto 983,34,15.13,E-1
Almacen 0,Producto 984,90,6.65,E-8
Almacen 0,Producto 985,0,8.57,D-3
Almacen 0,Producto 986,49,9.2,C-5
Almacen 0,Producto 987,1,19.88,D-7
Almacen 0,Producto 988,15,18.3,H-8
Almacen 0,Producto 989,71,10.19,H-3
Almacen 0,Producto 990,10,7.65,D-7
Almacen 0,Producto 991,15,17.24,C-8
Almacen 0,Producto 992,87,3.33,D-4
Almacen 0,Producto 993,94,7.2,D-3
Almacen 0,Producto 994,58,15.97,C-2
Almacen 0,Producto 995,76,16.47,E-1
Almacen 0,Producto 996,6,28.29,D-1
Almacen 0,Producto 997,72,9.01,C-5
Almacen 0,Producto 998,43,26.84,F-6
Almacen 0,Producto 999,60,14.65,B-8
Almacen 0,Producto 1000,11,3.6,A-3
Almacen 0,Producto 1001,34,14.78,E-8
Almacen 0,Producto 1002,18,11.97,E-3
Almacen 0,Producto 1003,55,20.57,A-4
Almacen 0,Producto 1004,90,14.12,A-1
Almacen 0,Producto 1005,93,28.01,A-1
Almacen 0,Producto 1006,20,27.01,H-2
Almacen 0,Producto 1007,38,28.03,E-3
Almacen 0,Producto 1008,11,24.44,D-7
Almacen 0,Producto 1009,8,11.01,D-2
Almacen 0,Producto 1010,70,13.92,A-6
Almacen 0,Producto 1011,42,28.46,D-6
Almacen 0,Producto 1012,6,27.51,H-2
Almacen 0,Producto 1013,79,14.28,F-1
Almacen 0,Producto 1014,8,18.52,G-5
Almacen 0,Producto 1015,16,25.9,H-4
Almacen 0,Producto 1016,75,10.41,E-6
Almacen 0,Producto 1017,74,1.63,B-6
Almacen 0,Producto 1018,53,12.91,C-5
Almacen 0,Producto 1019,49,21.89,C-1
Almacen 0,Producto 1020,85,5.36,B-7
Almacen 0,Producto 1021,67,22.83,H-1
Almacen 0,Producto 1022,31,4.0,F-4
Almacen 0,Producto 1023,47,22.01,E-2
Almacen 0,Producto 1024,20,26.08,D-7
Almacen 0,Producto 1025,78,25.46,C-5
Almacen 0,Producto 1026,90,12.99,C-5
Almacen 0,Producto 1027,10,10.4,B-2
Almacen 0,Producto 1028,26,16.07,D-5
Almacen 0,Producto 1029,92,14.98,B-2
Almacen 0,Producto 1030,68,15.48,F-8
Almacen 0,Producto 1031,64,24.97,B-6
Almacen 0,Producto 1032,39,5.81,D-3
Almacen 0,Producto 1033,6,15.3,G-5
Almacen 0,Producto 1034,66,21.51,H-5
Almacen 0,Producto 1035,1,23.05,G-5
Almacen 0,Producto 1036,40,2.45,G-7
Almacen 0,Producto 1037,58,7.09,B-5
Almacen 0,Producto 1038,21,26.57,F-1
Almacen 0,Producto 1039,52,12.17,D-2
Almacen 0,Producto 1040,39,6.25,C-1
Almacen 0,Producto 1041,1,4.95,G-1
Almacen 0,Producto 1042,5,18.08,A-1
Almacen 0,Producto 1043,35,13.88,B-5
Almacen 0,Producto 1044,47,20.43,F-6
Almacen 0,Producto 1045,63,17.63,F-6
Almacen 0,Producto 1046,72,18.87,H-2
Almacen 0,Producto 1047,89,7.39,F-8
Almacen 0,Producto 1048,86,20.6,A-7
Almacen 0,Producto 1049,16,19.87,B-2
Almacen 0,Producto 1050,88,24.38,G-2
Almacen 0,Producto 1051,91,19.98,F-6
Almacen 0,Producto 1052,61,17.84,A-7
Almacen 0,Producto 1053,13,13.47,F-7
Almacen 0,Producto 1054,42,16.66,C-3
Almacen 0,Producto 1055,91,28.12,B-6
Almacen 0,Producto 1056,1,5.35,A-1
Almacen 0,Producto 1057,17,25.92,A-6
Almacen 0,Producto 1058,48,18.07,G-1
Almacen 0,Producto 1059,61,23.46,G-5
Almacen 0,Producto 1060,92,27.84,E-8
Almacen 0,Producto 1061,99,3.5,F-8
Almacen 0,Producto 1062,62,9.76,D-7
Almacen 0,Producto 1063,71,13.91,D-5
Almacen 0,Producto 1064,28,24.9,F-1
Almacen 0,Producto 1065,26,7.95,E-4
Almacen 0,Producto 1066,91,4.66,G-8
Almacen 0,Producto 1067,80,5.18,D-1
Almacen 0,Producto 1068,99,13.98,B-5
Almacen 0,Producto 1069,27,15.44,B-2
Almacen 0,Producto 1070,50,6.04,G-5
Almacen 0,Producto 1071,5,16.48,H-1
Almacen 0,Producto 1072,15,28.92,A-6
Almacen 0,Producto 1073,49,21.83,G-8
Almacen 0,Producto 1074,4,12.04,G-8
Almacen 0,Producto 1075,46,9.63,H-5
Almacen 0,Producto 1076,84,10.17,H-1
Almacen 0,Producto 1077,19,4.52,B-5
Almacen 0,Producto 1078,10,11.08,A-8
Almacen 0,Producto 1079,71,13.22,G-6
Almacen 0,Producto 1080,67,4.95,D-1
Almacen 0,Producto 1081,75,6.89,B-5
Almacen 0,Producto 1082,34,12.26,F-3
Almacen 0,Producto 1083,27,24.85,B-3
Almacen 0,Producto 1084,51,5.83,A-6
Almacen 0,Producto 1085,86,10.22,E-8
Almacen 0,Producto 1086,15,18.7,A-1
Almacen 0,Producto 1087,80,29.66,G-4
Almacen 0,Producto 1088,56,28.15,E-8
Almacen 0,Producto 1089,78,28.21,A-2
Almacen 0,Producto 1090,65,26.61,G-3
Almacen 0,Producto 1091,54,25.96,H-2
Almacen 0,Producto 1092,10,1.18,E-5
Almacen 0,Producto 1093,69,22.71,G-2
Almacen 0,Producto 1094,56,28.16,E-1
Almacen 0,Producto 1095,90,5.01,C-6
Almacen 0,Producto 1096,47,16.72,D-3
Almacen 0,Producto 1097,59,9.76,A-6
Almacen 0,Producto 1098,57,15.26,G-6
Almacen 0,Producto 1099,0,13.69,B-3
Almacen 0,Producto 1100,43,8.06,B-3
Almacen 0,Producto 1101,72,17.76,B-7
Almacen 0,Producto 1102,14,16.97,C-3
Almacen 0,Producto 1103,0,5.74,C-6
Almacen 0,Producto 1104,21,24.57,D-3
Almacen 0,Producto 1105,21,8.4,C-2
Almacen 0,Producto 1106,83,12.48,B-2
Almacen 0,Producto 1107,12,4.47,C-8
Almacen 0,Producto 1108,12,21.56,E-5
Almacen 0,Producto 1109,43,3.19,F-8
Almacen 0,Producto 1110,22,21.17,E-6
Almacen 0,Producto 1111,58,26.65,G-2
Almacen 0,Producto 1112,9,7.73,E-2
Almacen 0,Producto 1113,44,27.12,B-7
Almacen 0,Producto 1114,100,1.06,F-4
Almacen 0,Producto 1115,96,19.35,D-1
Almacen 0,Producto 1116,33,29.78,H-6
Almacen 0,Producto 1117,87,25.5,F-3
Almacen 0,Producto 1118,94,24.56,F-6
Almacen 0,Producto 1119,6,24.46,C-8
Almacen 0,Producto 1120,3,20.73,E-1
Almacen 0,Producto 1121,20,19.9,G-3
Almacen 0,Producto 1122,8,24.52,C-2
Almacen 0,Producto 1123,71,29.75,C-6
Almacen 0,Producto 1124,66,24.08,C-4
Almacen 0,Producto 1125,4,6.11,H-3
Almacen 0,Producto 1126,73,27.33,B-6
Almacen 0,Producto 1127,55,15.85,C-1
Almacen 0,Producto 1128,97,22.19,C-2
Almacen 0,Producto 1129,34,18.37,F-2
Almacen 0,Producto 1130,6,12.65,F-6
Almacen 0,Producto 1131,30,26.31,H-3
Almacen 0,Producto 1132,50,19.22,G-5
Almacen 0,Producto 1133,90,5.06,E-4
Almacen 0,Producto 1134,85,13.35,D-3
Almacen 0,Producto 1135,83,13.75,F-6
Almacen 0,Producto 1136,68,9.93,B-1
Almacen 0,Producto 1137,35,2.76,C-8
Almacen 0,Producto 1138,67,4.94,F-5
Almacen 0,Producto 1139,21,10.71,B-2
Almacen 0,Producto 1140,11,10.97,A-6
Almacen 0,Producto 1141,89,17.18,F-2
Almacen 0,Producto 1142,100,17.41,H-7
Almacen 0,Producto 1143,67,8.3,A-4
Almacen 0,Producto 1144,5,4.38,G-3
Almacen 0,Producto 1145,47,16.78,B-5
Almacen 0,Producto 1146,70,21.02,D-5
Almacen 0,Producto 1147,17,12.12,B-4
Almacen 0,Producto 1148,25,15.58,F-7
Almacen 0,Producto 1149,41,23.28,C-5
Almacen 0,Producto 1150,66,16.22,C-3
Almacen 0,Producto 1151,64,5.54,F-1
Almacen 0,Producto 1152,54,7.33,E-8
Almacen 0,Producto 1153,78,18.25,G-6
Almacen 0,Producto 1154,68,17.72,F-6
Almacen 0,Producto 1155,49,21.01,A-8
Almacen 0,Producto 1156,76,17.6,G-7
Almacen 0,Producto 1157,47,6.84,G-2
Almacen 0,Producto 1158,89,2.07,H-8
Almacen 0,Producto 1159,15,22.28,C-1
Almacen 0,Producto 1160,64,18.51,D-1
Almacen 0,Producto 1161,97,23.11,B-3
Almacen 0,Producto 1162,9,18.66,A-7
Almacen 0,Producto 1163,0,2.88,H-2
Almacen 0,Producto 1164,6,3.99,G-3
Almacen 0,Producto 1165,46,26.6,A-4
Almacen 0,Producto 1166,76,25.18,A-1
Almacen 0,Producto 1167,92,16.96,F-3
Almacen 0,Producto 1168,41,13.26,G-8
Almacen 0,Producto 1169,7,7.57,B-6
Almacen 0,Producto 1170,48,13.8,E-2
Almacen 0,Producto 1171,20,20.11,D-2
Almacen 0,Producto 1172,70,9.85,B-4
Almacen 0,Producto 1173,69,12.28,B-6
Almacen 0,Producto 1174,23,26.98,B-6
Almacen 0,Producto 1175,68,1.94,C-1
Almacen 0,Producto 1176,66,16.12,E-7
Almacen 0,Producto 1177,46,9.73,A-6
Almacen 0,Producto 1178,29,14.01,C-7
Almacen 0,Producto 1179,93,26.37,A-1
Almacen 0,Producto 1180,78,19.4,H-4
Almacen 0,Producto 1181,18,4.83,F-7
Almacen 0,Producto 1182,83,26.2,D-4
Almacen 0,Producto 1183,24,27.35,D-7
Almacen 0,Producto 1184,77,16.65,H-7
Almacen 0,Producto 1185,40,18.76,A-2
Almacen 0,Producto 1186,73,26.25,F-6
Almacen 0,Producto 1187,100,7.31,F-8
Almacen 0,Producto 1188,86,12.56,G-4
Almacen 0,Producto 1189,71,22.87,A-3
Almacen 0,Producto 1190,24,29.98,B-7
Almacen 0,Producto 1191,40,12.3,F-6
Almacen 0,Producto 1192,40,25.01,G-7
Almacen 0,Producto 1193,96,2.68,F-1
Almacen 0,Producto 1194,9,5.99,H-7
Almacen 0,Producto 1195,66,1.65,D-6
Almacen 0,Producto 1196,46,15.22,H-6
Almacen 0,Producto 1197,87,9.41,H-7
Almacen 0,Producto 1198,53,1.9,F-5
Almacen 0,Producto 1199,8,8.05,G-2
Almacen 0,Producto 1200,26,7.21,C-4
Almacen 0,Producto 1201,28,25.38,H-8
Almacen 0,Producto 1202,13,16.94,G-4
Almacen 0,Producto 1203,43,12.97,E-6
