empresa,producto,materiales,costo,fechaInicio
Empresa 88,Producto 953,"['Acero 1', 'Cobre 2', 'Níquel 3', 'Cerámica 4', 'Acero 5']",139.85,2015-04-30
Empresa 74,Producto 954,"['Aluminio 1', 'Silicón 2', 'Cerámica 3', 'Cerámica 4', 'Grafeno 5']",88.74,2019-03-09
Empresa 153,Producto 955,"['Cobalto 1', 'Cobalto 2', 'Acero 3', 'Cobre 4']",141.99,2018-06-17
Empresa 141,Producto 956,"['Plastico 1', 'Fibra de Carbono 2', 'Acero 3', 'Níquel 4']",124.03,2015-02-01
Empresa 122,Producto 957,"['Acero 1', 'Cobalto 2', 'Níquel 3']",136.7,2017-09-08
Empresa 105,Producto 958,"['Grafeno 1', 'Cerámica 2', 'Aluminio 3']",56.09,2018-09-21
Empresa 37,Producto 959,"['Plastico 1', 'Cobre 2']",81.36,2016-11-16
Empresa 169,Producto 960,"['Cobre 1', 'Aluminio 2', 'Acero 3', 'Grafeno 4']",94.39,2017-10-30
Empresa 52,Producto 961,"['Cobalto 1', 'Cobre 2', 'Grafeno 3', 'Cobre 4', 'Acero 5']",117.7,2016-03-12
Empresa 45,Producto 962,"['Níquel 1', 'Aluminio 2', 'Plastico 3', 'Acero 4']",102.04,2019-09-20
Empresa 199,Producto 963,"['Plastico 1', 'Cobre 2', 'Fibra de Carbono 3']",122.29,2018-12-05
Empresa 94,Producto 964,"['Aluminio 1', 'Fibra de Carbono 2', 'Níquel 3', 'Acero 4']",127.73,2019-02-22
Empresa 172,Producto 965,"['Acero 1', 'Cobre 2', 'Cobre 3', 'Fibra de Carbono 4']",85.92,2015-12-29
Empresa 146,Producto 966,"['Cobre 1', 'Plastico 2']",57.04,2017-01-16
Empresa 95,Producto 967,"['Silicón 1', 'Cerámica 2', 'Aluminio 3', 'Cerámica 4']",144.45,2016-02-13
Empresa 154,Producto 968,"['Cobre 1', 'Cobre 2', 'Aluminio 3', 'Acero 4', 'Grafeno 5']",124.02,2018-07-18
Empresa 161,Producto 969,"['Níquel 1', 'Níquel 2']",111.68,2015-07-28
Empresa 9,Producto 970,"['Níquel 1', 'Grafeno 2', 'Cobre 3', 'Fibra de Carbono 4', 'Níquel 5']",114.93,2015-06-29
Empresa 88,Producto 971,"['Níquel 1', 'Cobre 2', 'Níquel 3', 'Aluminio 4', 'Fibra de Carbono 5']",79.88,2016-09-11
Empresa 138,Producto 972,"['Cerámica 1', 'Grafeno 2', 'Plastico 3', 'Cobre 4']",57.63,2019-04-13
Empresa 177,Producto 973,"['Cerámica 1', 'Cerámica 2', 'Cobre 3']",127.19,2017-03-15
Empresa 143,Producto 974,"['Cobre 1', 'Níquel 2', 'Acero 3', 'Fibra de Carbono 4']",115.82,2017-07-04
Empresa 157,Producto 975,"['Grafeno 1', 'Plastico 2', 'Aluminio 3', 'Grafeno 4', 'Acero 5']",71.9,2018-06-07
Empresa 9,Producto 976,"['Plastico 1', 'Cobre 2', 'Aluminio 3', 'Cobre 4', 'Cobre 5']",104.39,2016-12-29
Empresa 61,Producto 977,"['Cobre 1', 'Silicón 2', 'Aluminio 3']",63.18,2017-12-31
Empresa 199,Producto 978,"['Plastico 1', 'Níquel 2', 'Cobalto 3', 'Acero 4', 'Silicón 5']",130.95,2017-04-23
Empresa 29,Producto 979,"['Plastico 1', 'Cobre 2']",82.43,2016-02-29
Empresa 41,Producto 980,"['Aluminio 1', 'Cobalto 2', 'Cobalto 3']",106.15,2019-07-02
Empresa 79,Producto 981,"['Plastico 1', 'Cobre 2', 'Cobre 3', 'Cobre 4']",91.3,2018-01-10
Empresa 104,Producto 982,"['Fibra de Carbono 1', 'Cobalto 2', 'Grafeno 3', 'Acero 4']",118.04,2019-11-14
Empresa 46,Producto 983,"['Silicón 1', 'Silicón 2']",135.78,2016-09-16
Empresa 154,Producto 984,"['Silicón 1', 'Níquel 2']",96.86,2015-10-24
Empresa 41,Producto 985,"['Cobre 1', 'Cerámica 2', 'Cerámica 3', 'Aluminio 4']",117.47,2015-06-04
Empresa 194,Producto 986,"['Silicón 1', 'Fibra de Carbono 2']",71.52,2015-05-18
Empresa 148,Producto 987,"['Fibra de Carbono 1', 'Fibra de Carbono 2', 'Silicón 3']",120.03,2016-10-15
Empresa 25,Producto 988,"['Plastico 1', 'Níquel 2', 'Grafeno 3', 'Cobalto 4', 'Plastico 5']",100.19,2015-04-09
Empresa 58,Producto 989,"['Cobre 1', 'Acero 2', 'Plastico 3', 'Plastico 4', 'Cerámica 5']",101.1,2017-01-25
Empresa 154,Producto 990,"['Plastico 1', 'Aluminio 2', 'Silicón 3']",100.07,2018-10-19
Empresa 84,Producto 991,"['Cobre 1', 'Acero 2', 'Cobre 3', 'Cobre 4']",125.88,2018-11-10
Empresa 88,Producto 992,"['Níquel 1', 'Plastico 2', 'Cerámica 3', 'Grafeno 4']",66.93,2018-04-30
Empresa 21,Producto 993,"['Cobalto 1', 'Cerámica 2', 'Silicón 3']",85.25,2016-03-18
Empresa 193,Producto 994,"['Aluminio 1', 'Silicón 2']",65.58,2019-05-16
Empresa 120,Producto 995,"['Plastico 1', 'Plastico 2', 'Aluminio 3']",88.59,2017-01-14
Empresa 91,Producto 996,"['Grafeno 1', 'Plastico 2', 'Cobre 3']",97.41,2018-05-08
Empresa 168,Producto 997,"['Plastico 1', 'Cerámica 2', 'Plastico 3', 'Níquel 4', 'Cobre 5']",78.74,2017-07-05
Empresa 67,Producto 998,"['Acero 1', 'Cobre 2', 'Plastico 3', 'Acero 4', 'Fibra de Carbono 5']",53.16,2019-08-24
Empresa 77,Producto 999,"['Níquel 1', 'Fibra de Carbono 2', 'Aluminio 3', 'Aluminio 4']",81.13,2017-12-25
Empresa 175,Producto 1000,"['Grafeno 1', 'Cobre 2', 'Cobalto 3']",52.33,2018-12-06
Empresa 92,Producto 1001,"['Cobalto 1', 'Fibra de Carbono 2', 'Fibra de Carbono 3', 'Cobre 4']",79.49,2018-08-24
Empresa 189,Producto 1002,"['Fibra de Carbono 1', 'Grafeno 2', 'Plastico 3', 'Níquel 4']",148.9,2019-10-02
Empresa 24,Producto 1003,"['Fibra de Carbono 1', 'Níquel 2', 'Grafeno 3', 'Cerámica 4', 'Grafeno 5']",88.49,2019-09-06
Empresa 132,Producto 1004,"['Grafeno 1', 'Acero 2']",51.94,2015-04-26
Empresa 141,Producto 1005,"['Grafeno 1', 'Cobre 2']",132.39,2015-02-14
Empresa 42,Producto 1006,"['Cobre 1', 'Cerámica 2', 'Aluminio 3']",109.19,2018-10-04
Empresa 184,Producto 1007,"['Fibra de Carbono 1', 'Acero 2']",137.98,2019-08-25
Empresa 118,Producto 1008,"['Fibra de Carbono 1', 'Cerámica 2', 'Grafeno 3', 'Silicón 4']",103.28,2016-06-05
Empresa 52,Producto 1009,"['Cobre 1', 'Grafeno 2', 'Grafeno 3', 'Grafeno 4']",64.13,2019-07-21
Empresa 134,Producto 1010,"['Cobre 1', 'Cobre 2']",72.41,2019-09-15
Empresa 95,Producto 1011,"['Cerámica 1', 'Cerámica 2', 'Fibra de Carbono 3']",142.01,2017-02-22
Empresa 11,Producto 1012,"['Grafeno 1', 'Grafeno 2', 'Fibra de Carbono 3', 'Cerámica 4', 'Cobalto 5']",71.16,2016-11-24
Empresa 52,Producto 1013,"['Cobre 1', 'Grafeno 2', 'Níquel 3', 'Silicón 4']",82.97,2018-08-26
Empresa 141,Producto 1014,"['Grafeno 1', 'Cerámica 2']",114.09,2018-08-31
Empresa 61,Producto 1015,"['Cobre 1', 'Níquel 2', 'Níquel 3', 'Acero 4', 'Cobre 5']",113.89,2019-05-12
Empresa 119,Producto 1016,"['Cerámica 1', 'Cerámica 2', 'Cerámica 3', 'Acero 4', 'Cobre 5']",91.86,2016-10-07
Empresa 70,Producto 1017,"['Silicón 1', 'Grafeno 2']",101.52,2015-11-04
Empresa 194,Producto 1018,"['Cerámica 1', 'Acero 2']",64.08,2017-05-04
Empresa 191,Producto 1019,"['Cobre 1', 'Cerámica 2', 'Cobre 3', 'Fibra de Carbono 4']",98.01,2019-02-22
Empresa 115,Producto 1020,"['Fibra de Carbono 1', 'Cobalto 2', 'Fibra de Carbono 3']",95.46,2016-03-31
Empresa 114,Producto 1021,"['Acero 1', 'Silicón 2', 'Fibra de Carbono 3']",50.63,2016-05-21
Empresa 118,Producto 1022,"['Silicón 1', 'Níquel 2', 'Fibra de Carbono 3', 'Cobalto 4']",67.29,2017-03-31
Empresa 18,Producto 1023,"['Plastico 1', 'Plastico 2', 'Cerámica 3', 'Cobre 4']",131.32,2017-08-19
Empresa 183,Producto 1024,"['Grafeno 1', 'Níquel 2', 'Aluminio 3', 'Plastico 4']",88.28,2019-04-17
Empresa 132,Producto 1025,"['Cobre 1', 'Níquel 2', 'Plastico 3', 'Fibra de Carbono 4', 'Grafeno 5']",120.95,2019-12-24
Empresa 31,Producto 1026,"['Fibra de Carbono 1', 'Cobre 2', 'Grafeno 3', 'Plastico 4']",62.04,2018-10-11
Empresa 154,Producto 1027,"['Cobre 1', 'Plastico 2', 'Acero 3']",60.75,2019-08-14
Empresa 170,Producto 1028,"['Fibra de Carbono 1', 'Plastico 2', 'Cobalto 3']",68.65,2019-08-05
Empresa 42,Producto 1029,"['Silicón 1', 'Cobalto 2', 'Cerámica 3']",100.5,2016-09-15
Empresa 31,Producto 1030,"['Cerámica 1', 'Cobre 2', 'Acero 3', 'Níquel 4']",56.51,2016-08-08
Empresa 14,Producto 1031,"['Fibra de Carbono 1', 'Cobre 2', 'Cobre 3', 'Plastico 4']",135.1,2016-01-16
Empresa 46,Producto 1032,"['Cobre 1', 'Cobre 2', 'Fibra de Carbono 3', 'Fibra de Carbono 4', 'Aluminio 5']",98.46,2016-12-13
Empresa 11,Producto 1033,"['Grafeno 1', 'Acero 2', 'Cobre 3']",120.97,2019-04-04
Empresa 136,Producto 1034,"['Silicón 1', 'Aluminio 2']",58.75,2016-03-05
Empresa 66,Producto 1035,"['Cobalto 1', 'Silicón 2', 'Cobalto 3', 'Cobre 4', 'Cobre 5']",91.04,2017-01-09
Empresa 119,Producto 1036,"['Cerámica 1', 'Silicón 2', 'Plastico 3', 'Fibra de Carbono 4', 'Cobalto 5']",128.41,2015-12-30
Empresa 177,Producto 1037,"['Níquel 1', 'Cobre 2', 'Acero 3', 'Níquel 4']",101.85,2016-05-15
Empresa 181,Producto 1038,"['Níquel 1', 'Aluminio 2', 'Cerámica 3', 'Aluminio 4']",133.91,2015-02-13
Empresa 185,Producto 1039,"['Fibra de Carbono 1', 'Grafeno 2']",57.8,2015-01-10
Empresa 123,Producto 1040,"['Silicón 1', 'Fibra de Carbono 2']",137.6,2018-06-13
Empresa 175,Producto 1041,"['Acero 1', 'Cerámica 2']",116.36,2015-08-30
Empresa 185,Producto 1042,"['Cobre 1', 'Níquel 2', 'Cerámica 3', 'Plastico 4']",87.39,2016-11-30
Empresa 170,Producto 1043,"['Níquel 1', 'Cerámica 2']",104.87,2016-09-22
Empresa 63,Producto 1044,"['Cerámica 1', 'Grafeno 2', 'Aluminio 3', 'Plastico 4']",59.78,2017-05-25
Empresa 27,Producto 1045,"['Cerámica 1', 'Plastico 2']",123.28,2018-08-23
Empresa 37,Producto 1046,"['Silicón 1', 'Cobre 2', 'Acero 3', 'Aluminio 4', 'Cerámica 5']",135.54,2015-06-22
Empresa 143,Producto 1047,"['Grafeno 1', 'Plastico 2', 'Plastico 3', 'Silicón 4', 'Níquel 5']",116.67,2015-04-18
Empresa 3,Producto 1048,"['Grafeno 1', 'Aluminio 2', 'Silicón 3', 'Aluminio 4']",93.02,2016-09-24
Empresa 177,Producto 1049,"['Silicón 1', 'Cobre 2', 'Níquel 3', 'Cerámica 4']",97.84,2017-01-19
Empresa 143,Producto 1050,"['Aluminio 1', 'Plastico 2', 'Cobalto 3']",61.04,2016-01-22
Empresa 63,Producto 1051,"['Cobre 1', 'Cobre 2', 'Cerámica 3']",131.47,2016-01-12
Empresa 141,Producto 1052,"['Aluminio 1', 'Fibra de Carbono 2', 'Cobalto 3', 'Fibra de Carbono 4', 'Cobre 5']",129.46,2017-10-07
Empresa 193,Producto 1053,"['Silicón 1', 'Acero 2', 'Cobre 3', 'Fibra de Carbono 4', 'Plastico 5']",121.06,2018-09-14
Empresa 137,Producto 1054,"['Plastico 1', 'Acero 2', 'Níquel 3']",137.14,2016-05-30
Empresa 153,Producto 1055,"['Silicón 1', 'Fibra de Carbono 2']",124.83,2017-02-19
Empresa 58,Producto 1056,"['Cobalto 1', 'Cobalto 2', 'Fibra de Carbono 3']",138.42,2016-11-13
Empresa 138,Producto 1057,"['Aluminio 1', 'Acero 2', 'Acero 3']",70.38,2015-10-12
Empresa 41,Producto 1058,"['Grafeno 1', 'Cobre 2', 'Fibra de Carbono 3']",101.44,2018-05-14
Empresa 193,Producto 1059,"['Plastico 1', 'Cobre 2']",141.68,2018-05-20
Empresa 84,Producto 1060,"['Acero 1', 'Níquel 2', 'Aluminio 3']",133.69,2017-02-23
Empresa 36,Producto 1061,"['Acero 1', 'Plastico 2', 'Níquel 3']",85.67,2016-02-02
Empresa 185,Producto 1062,"['Fibra de Carbono 1', 'Cobalto 2', 'Fibra de Carbono 3', 'Silicón 4']",127.56,2017-10-11
Empresa 138,Producto 1063,"['Cobalto 1', 'Níquel 2', 'Cobalto 3', 'Aluminio 4']",104.93,2017-03-29
Empresa 10,Producto 1064,"['Silicón 1', 'Fibra de Carbono 2', 'Grafeno 3']",137.56,2016-03-17
Empresa 27,Producto 1065,"['Cobalto 1', 'Cerámica 2', 'Aluminio 3', 'Níquel 4', 'Grafeno 5']",139.59,2019-01-10
Empresa 161,Producto 1066,"['Cobalto 1', 'Níquel 2']",63.83,2017-02-07
Empresa 57,Producto 1067,"['Acero 1', 'Cobre 2', 'Grafeno 3']",59.36,2018-12-03
Empresa 110,Producto 1068,"['Plastico 1', 'Acero 2', 'Cobre 3']",144.48,2016-03-28
Empresa 20,Producto 1069,"['Cobalto 1', 'Acero 2', 'Fibra de Carbono 3']",115.99,2015-09-04
Empresa 158,Producto 1070,"['Fibra de Carbono 1', 'Grafeno 2', 'Aluminio 3', 'Níquel 4']",93.72,2015-09-01
Empresa 38,Producto 1071,"['Fibra de Carbono 1', 'Níquel 2', 'Cobre 3']",109.37,2015-01-23
Empresa 42,Producto 1072,"['Fibra de Carbono 1', 'Fibra de Carbono 2', 'Acero 3']",105.51,2015-12-23
Empresa 70,Producto 1073,"['Fibra de Carbono 1', 'Cobalto 2']",133.7,2019-10-25
Empresa 21,Producto 1074,"['Cerámica 1', 'Acero 2', 'Acero 3']",140.29,2016-10-29
Empresa 175,Producto 1075,"['Cobalto 1', 'Silicón 2']",50.31,2017-09-14
Empresa 119,Producto 1076,"['Plastico 1', 'Cerámica 2', 'Plastico 3']",142.22,2017-10-06
Empresa 110,Producto 1077,"['Silicón 1', 'Níquel 2', 'Níquel 3', 'Cobre 4', 'Silicón 5']",67.06,2016-09-24
Empresa 27,Producto 1078,"['Cerámica 1', 'Grafeno 2', 'Acero 3', 'Cerámica 4']",66.66,2017-09-25
Empresa 126,Producto 1079,"['Grafeno 1', 'Cobre 2']",108.61,2017-11-04
Empresa 5,Producto 1080,"['Cobre 1', 'Cobre 2', 'Acero 3']",107.96,2018-04-25
Empresa 184,Producto 1081,"['Cobre 1', 'Cerámica 2', 'Grafeno 3', 'Grafeno 4', 'Plastico 5']",133.39,2019-09-04
Empresa 36,Producto 1082,"['Cobalto 1', 'Níquel 2']",53.19,2016-07-05
Empresa 137,Producto 1083,"['Acero 1', 'Grafeno 2']",59.36,2018-11-08
Empresa 37,Producto 1084,"['Cobre 1', 'Níquel 2', 'Acero 3', 'Fibra de Carbono 4']",139.03,2015-04-06
Empresa 96,Producto 1085,"['Plastico 1', 'Cerámica 2', 'Silicón 3', 'Cerámica 4', 'Níquel 5']",67.99,2018-03-28
Empresa 171,Producto 1086,"['Níquel 1', 'Fibra de Carbono 2', 'Acero 3', 'Silicón 4', 'Plastico 5']",145.9,2018-02-21
Empresa 63,Producto 1087,"['Cobre 1', 'Grafeno 2', 'Níquel 3']",117.68,2015-06-01
Empresa 153,Producto 1088,"['Fibra de Carbono 1', 'Níquel 2']",139.89,2019-12-15
Empresa 88,Producto 1089,"['Acero 1', 'Cobre 2']",85.98,2019-09-01
Empresa 170,Producto 1090,"['Cobre 1', 'Cobre 2', 'Grafeno 3']",94.33,2019-10-14
Empresa 18,Producto 1091,"['Silicón 1', 'Acero 2', 'Cobalto 3', 'Cerámica 4', 'Aluminio 5']",71.36,2018-11-29
Empresa 34,Producto 1092,"['Silicón 1', 'Cobre 2', 'Aluminio 3']",70.54,2016-01-13
Empresa 38,Producto 1093,"['Cobalto 1', 'Cerámica 2']",71.79,2018-08-20
Empresa 67,Producto 1094,"['Cobalto 1', 'Cerámica 2', 'Aluminio 3', 'Cobre 4', 'Fibra de Carbono 5']",136.05,2016-02-10
Empresa 134,Producto 1095,"['Níquel 1', 'Cobalto 2', 'Cerámica 3', 'Grafeno 4']",59.94,2017-03-08
Empresa 115,Producto 1096,"['Cobre 1', 'Níquel 2']",68.25,2019-01-01
Empresa 65,Producto 1097,"['Grafeno 1', 'Aluminio 2', 'Cobalto 3', 'Cobre 4', 'Plastico 5']",124.46,2016-03-11
Empresa 29,Producto 1098,"['Cobre 1', 'Grafeno 2', 'Cobre 3', 'Cobalto 4', 'Cobre 5']",87.47,2019-03-09
Empresa 36,Producto 1099,"['Níquel 1', 'Acero 2', 'Níquel 3', 'Plastico 4', 'Cobre 5']",78.48,2015-07-02
Empresa 152,Producto 1100,"['Aluminio 1', 'Aluminio 2', 'Aluminio 3']",111.78,2015-02-02
Empresa 21,Producto 1101,"['Plastico 1', 'Aluminio 2']",111.24,2018-02-11
Empresa 79,Producto 1102,"['Grafeno 1', 'Grafeno 2', 'Cobre 3', 'Cobalto 4']",140.75,2019-09-21
Empresa 58,Producto 1103,"['Acero 1', 'Plastico 2', 'Acero 3', 'Cobre 4']",64.08,2018-01-05
Empresa 189,Producto 1104,"['Acero 1', 'Silicón 2', 'Fibra de Carbono 3', 'Fibra de Carbono 4', 'Cobalto 5']",50.62,2017-06-18
Empresa 34,Producto 1105,"['Fibra de Carbono 1', 'Cobre 2', 'Acero 3', 'Acero 4', 'Cerámica 5']",103.05,2019-03-17
Empresa 146,Producto 1106,"['Plastico 1', 'Cobre 2', 'Cerámica 3']",96.56,2018-10-30
Empresa 114,Producto 1107,"['Níquel 1', 'Plastico 2']",95.55,2019-08-26
Empresa 191,Producto 1108,"['Cobre 1', 'Cobre 2', 'Níquel 3', 'Cerámica 4', 'Fibra de Carbono 5']",93.09,2015-12-29
Empresa 139,Producto 1109,"['Cobalto 1', 'Fibra de Carbono 2', 'Acero 3', 'Silicón 4']",128.18,2015-10-22
Empresa 10,Producto 1110,"['Grafeno 1', 'Silicón 2', 'Cerámica 3', 'Aluminio 4']",100.05,2017-11-04
Empresa 148,Producto 1111,"['Plastico 1', 'Cobalto 2']",123.76,2017-03-17
Empresa 145,Producto 1112,"['Cobre 1', 'Grafeno 2', 'Fibra de Carbono 3', 'Acero 4']",62.06,2017-08-06
Empresa 115,Producto 1113,"['Plastico 1', 'Cerámica 2', 'Fibra de Carbono 3', 'Plastico 4', 'Cobre 5']",50.86,2016-02-29
Empresa 93,Producto 1114,"['Grafeno 1', 'Cobre 2', 'Plastico 3', 'Plastico 4', 'Aluminio 5']",131.06,2015-10-07
Empresa 37,Producto 1115,"['Cobre 1', 'Silicón 2', 'Aluminio 3', 'Grafeno 4', 'Plastico 5']",137.71,2015-10-30
Empresa 16,Producto 1116,"['Aluminio 1', 'Grafeno 2', 'Plastico 3', 'Níquel 4']",104.73,2019-11-24
Empresa 82,Producto 1117,"['Cerámica 1', 'Cobre 2', 'Fibra de Carbono 3', 'Cobalto 4']",97.36,2017-09-23
Empresa 82,Producto 1118,"['Níquel 1', 'Plastico 2', 'Plastico 3', 'Plastico 4', 'Cobre 5']",120.16,2017-04-26
Empresa 177,Producto 1119,"['Acero 1', 'Grafeno 2', 'Acero 3']",66.92,2016-05-01
Empresa 7,Producto 1120,"['Cobre 1', 'Plastico 2', 'Aluminio 3', 'Aluminio 4']",88.62,2018-11-30
Empresa 189,Producto 1121,"['Cobre 1', 'Silicón 2', 'Cobalto 3']",114.12,2018-12-25
Empresa 11,Producto 1122,"['Fibra de Carbono 1', 'Silicón 2', 'Acero 3', 'Aluminio 4']",112.3,2017-09-06
Empresa 45,Producto 1123,"['Aluminio 1', 'Plastico 2', 'Níquel 3', 'Acero 4']",58.89,2015-06-22
Empresa 77,Producto 1124,"['Cerámica 1', 'Níquel 2']",129.53,2019-10-19
Empresa 127,Producto 1125,"['Plastico 1', 'Acero 2', 'Cobre 3', 'Níquel 4', 'Acero 5']",134.06,2017-10-23
Empresa 24,Producto 1126,"['Cobre 1', 'Silicón 2']",105.39,2016-02-24
Empresa 27,Producto 1127,"['Grafeno 1', 'Grafeno 2', 'Cobalto 3', 'Níquel 4', 'Silicón 5']",65.66,2019-12-10
Empresa 82,Producto 1128,"['Fibra de Carbono 1', 'Acero 2', 'Níquel 3', 'Acero 4', 'Acero 5']",99.66,2019-01-05
Empresa 91,Producto 1129,"['Cobalto 1', 'Níquel 2', 'Cobre 3', 'Grafeno 4', 'Plastico 5']",140.08,2019-07-08
Empresa 20,Producto 1130,"['Aluminio 1', 'Cerámica 2', 'Cerámica 3', 'Silicón 4', 'Silicón 5']",113.8,2020-01-01
Empresa 137,Producto 1131,"['Acero 1', 'Plastico 2']",51.93,2015-10-31
Empresa 145,Producto 1132,"['Níquel 1', 'Acero 2']",102.0,2015-09-17
Empresa 70,Producto 1133,"['Cerámica 1', 'Cerámica 2']",149.23,2018-06-25
Empresa 134,Producto 1134,"['Grafeno 1', 'Grafeno 2', 'Cobre 3', 'Silicón 4', 'Aluminio 5']",64.42,2017-05-24
Empresa 91,Producto 1135,"['Acero 1', 'Cobre 2', 'Níquel 3', 'Aluminio 4', 'Cerámica 5']",85.36,2019-10-05
Empresa 183,Producto 1136,"['Fibra de Carbono 1', 'Fibra de Carbono 2', 'Acero 3', 'Acero 4', 'Aluminio 5']",75.53,2016-10-23
Empresa 186,Producto 1137,"['Níquel 1', 'Cobre 2', 'Grafeno 3']",145.73,2017-03-09
Empresa 9,Producto 1138,"['Níquel 1', 'Plastico 2', 'Fibra de Carbono 3', 'Cobre 4']",137.74,2017-10-20
Empresa 141,Producto 1139,"['Cerámica 1', 'Níquel 2']",73.23,2018-04-22
Empresa 52,Producto 1140,"['Cobre 1', 'Cobalto 2', 'Acero 3', 'Acero 4']",116.71,2019-01-30
Empresa 25,Producto 1141,"['Cerámica 1', 'Cerámica 2']",82.63,2016-02-06
Empresa 20,Producto 1142,"['Acero 1', 'Cobre 2', 'Cobalto 3', 'Cobre 4', 'Acero 5']",145.08,2015-05-06
Empresa 34,Producto 1143,"['Cobre 1', 'Níquel 2', 'Cerámica 3']",136.95,2018-07-21
Empresa 141,Producto 1144,"['Silicón 1', 'Grafeno 2', 'Cobalto 3']",62.04,2018-06-10
Empresa 110,Producto 1145,"['Plastico 1', 'Níquel 2', 'Silicón 3']",95.22,2019-01-16
Empresa 27,Producto 1146,"['Cobalto 1', 'Aluminio 2', 'Acero 3', 'Cobre 4']",80.41,2015-04-25
Empresa 162,Producto 1147,"['Cerámica 1', 'Plastico 2', 'Cobalto 3']",75.07,2017-04-20
Empresa 42,Producto 1148,"['Acero 1', 'Cobre 2', 'Cobalto 3', 'Cobalto 4']",132.14,2017-02-13
Empresa 7,Producto 1149,"['Níquel 1', 'Acero 2', 'Plastico 3', 'Fibra de Carbono 4']",60.52,2019-12-15
Empresa 114,Producto 1150,"['Grafeno 1', 'Cobalto 2', 'Silicón 3', 'Aluminio 4']",108.06,2018-05-19
Empresa 79,Producto 1151,"['Plastico 1', 'Plastico 2']",51.86,2015-09-29
Empresa 45,Producto 1152,"['Cobre 1', 'Acero 2']",76.95,2019-09-09
Empresa 92,Producto 1153,"['Aluminio 1', 'Níquel 2']",69.5,2019-06-04
Empresa 51,Producto 1154,"['Cobalto 1', 'Silicón 2']",140.33,2019-10-06
Empresa 168,Producto 1155,"['Cobalto 1', 'Cobre 2', 'Cerámica 3', 'Cobre 4', 'Silicón 5']",105.79,2019-06-17
Empresa 137,Producto 1156,"['Cobre 1', 'Grafeno 2', 'Cobre 3', 'Cerámica 4']",129.0,2015-11-22
Empresa 92,Producto 1157,"['Acero 1', 'Cobre 2', 'Silicón 3', 'Fibra de Carbono 4', 'Cobalto 5']",120.79,2018-07-06
Empresa 20,Producto 1158,"['Aluminio 1', 'Plastico 2', 'Grafeno 3', 'Cobre 4', 'Grafeno 5']",120.2,2018-04-13
Empresa 41,Producto 1159,"['Aluminio 1', 'Aluminio 2']",79.41,2017-05-27
Empresa 153,Producto 1160,"['Acero 1', 'Plastico 2']",120.89,2018-04-16
Empresa 29,Producto 1161,"['Acero 1', 'Grafeno 2', 'Grafeno 3', 'Acero 4']",148.01,2015-11-06
Empresa 88,Producto 1162,"['Cobre 1', 'Aluminio 2', 'Cobalto 3']",146.06,2018-06-25
Empresa 139,Producto 1163,"['Silicón 1', 'Cobre 2', 'Cobre 3']",89.28,2018-04-29
Empresa 74,Producto 1164,"['Cerámica 1', 'Silicón 2', 'Cobre 3']",56.79,2017-11-14
Empresa 137,Producto 1165,"['Grafeno 1', 'Plastico 2']",117.07,2018-09-06
Empresa 94,Producto 1166,"['Grafeno 1', 'Acero 2', 'Cobre 3', 'Cerámica 4']",146.26,2015-03-20
Empresa 29,Producto 1167,"['Níquel 1', 'Grafeno 2', 'Cobre 3', 'Acero 4']",113.74,2016-06-22
Empresa 45,Producto 1168,"['Grafeno 1', 'Cerámica 2', 'Aluminio 3', 'Silicón 4']",83.97,2015-09-05
Empresa 189,Producto 1169,"['Grafeno 1', 'Cobre 2', 'Plastico 3']",97.36,2016-03-18
Empresa 63,Producto 1170,"['Cerámica 1', 'Plastico 2', 'Cobre 3']",88.15,2018-07-13
Empresa 120,Producto 1171,"['Fibra de Carbono 1', 'Aluminio 2', 'Acero 3', 'Cobre 4', 'Cobre 5']",135.37,2016-02-16
Empresa 199,Producto 1172,"['Cobalto 1', 'Níquel 2', 'Cobre 3', 'Silicón 4', 'Grafeno 5']",90.05,2016-05-12
Empresa 158,Producto 1173,"['Grafeno 1', 'Aluminio 2', 'Grafeno 3']",130.7,2018-11-27
Empresa 185,Producto 1174,"['Silicón 1', 'Grafeno 2', 'Acero 3']",117.91,2017-09-04
Empresa 168,Producto 1175,"['Cobre 1', 'Fibra de Carbono 2', 'Cobre 3']",127.55,2016-04-16
Empresa 137,Producto 1176,"['Cobre 1', 'Cobre 2', 'Acero 3', 'Cobre 4', 'Aluminio 5']",90.1,2016-05-26
Empresa 27,Producto 1177,"['Grafeno 1', 'Acero 2', 'Níquel 3', 'Grafeno 4']",62.36,2019-05-09
Empresa 20,Producto 1178,"['Silicón 1', 'Grafeno 2', 'Fibra de Carbono 3']",85.85,2015-10-06
Empresa 132,Producto 1179,"['Aluminio 1', 'Plastico 2', 'Níquel 3']",91.16,2015-07-22
Empresa 193,Producto 1180,"['Cerámica 1', 'Grafeno 2']",104.81,2015-10-21
Empresa 42,Producto 1181,"['Cobre 1', 'Cobre 2', 'Níquel 3', 'Silicón 4']",114.12,2017-01-22
Empresa 66,Producto 1182,"['Aluminio 1', 'Cobre 2', 'Cobre 3']",116.91,2019-08-31
Empresa 84,Producto 1183,"['Acero 1', 'Cobalto 2', 'Acero 3']",93.75,2018-09-28
Empresa 168,Producto 1184,"['Silicón 1', 'Cerámica 2', 'Acero 3']",63.04,2018-10-23
Empresa 193,Producto 1185,"['Cobre 1', 'Plastico 2']",86.07,2017-11-19
