TipoDocumento,FechaEmisión,Numero,Estado,Total
Orden de Compra,2021-09-17,2064,Pendiente,4235
Despacho a Tienda,2022-11-15,2065,Pendiente,8462
Transferencia a Almacen,2022-12-25,2066,Completado,6255
Despacho a Tienda,2022-01-06,2067,Completado,900
Transferencia a Almacen,2021-01-01,2068,Pendiente,3032
Transferencia a Almacen,2021-03-01,2069,Completado,7232
Orden de Compra,2023-02-04,2070,Pendiente,9396
Orden de Compra,2020-01-07,2071,Pendiente,2120
Despacho a Tienda,2022-11-10,2072,Pendiente,6909
Orden de Compra,2021-01-08,2073,Completado,6244
Orden de Compra,2022-11-10,2074,Pendiente,5278
Transferencia a Almacen,2021-10-28,2075,Pendiente,4634
Despacho a Tienda,2022-01-22,2076,Completado,3766
Despacho a Tienda,2023-02-05,2077,Completado,1200
Transferencia a Almacen,2023-03-04,2078,Pendiente,2242
Transferencia a Almacen,2020-04-12,2079,Pendiente,5279
Orden de Compra,2022-11-24,2080,Pendiente,6497
Orden de Compra,2022-02-20,2081,Completado,1396
Transferencia a Almacen,2023-08-24,2082,Completado,9524
Orden de Compra,2021-06-10,2083,Completado,9481
Orden de Compra,2020-07-17,2084,Completado,8508
Despacho a Tienda,2023-11-17,2085,Pendiente,6199
Despacho a Tienda,2022-01-16,2086,Pendiente,1706
Transferencia a Almacen,2021-12-05,2087,Completado,4221
Despacho a Tienda,2022-04-13,2088,Completado,6542
Despacho a Tienda,2023-07-03,2089,Completado,5911
Despacho a Tienda,2021-03-20,2090,Completado,8629
Orden de Compra,2022-07-11,2091,Completado,5653
Transferencia a Almacen,2023-10-03,2092,Pendiente,2850
Transferencia a Almacen,2022-06-18,2093,Completado,3789
Despacho a Tienda,2023-05-27,2094,Completado,782
Despacho a Tienda,2021-01-28,2095,Pendiente,454
Transferencia a Almacen,2020-10-26,2096,Completado,7269
Transferencia a Almacen,2023-11-22,2097,Pendiente,2231
Despacho a Tienda,2021-12-05,2098,Completado,9191
Orden de Compra,2022-05-26,2099,Completado,8029
Orden de Compra,2021-04-04,2100,Pendiente,6930
Transferencia a Almacen,2022-05-12,2101,Completado,8487
Transferencia a Almacen,2023-05-30,2102,Pendiente,2278
Orden de Compra,2021-08-06,2103,Completado,9341
Orden de Compra,2023-04-04,2104,Pendiente,4652
Despacho a Tienda,2021-07-16,2105,Pendiente,2118
Transferencia a Almacen,2021-01-14,2106,Completado,5096
Despacho a Tienda,2023-03-19,2107,Completado,7650
Despacho a Tienda,2022-07-26,2108,Completado,416
Transferencia a Almacen,2023-01-13,2109,Pendiente,6569
Orden de Compra,2020-08-09,2110,Completado,2242
Transferencia a Almacen,2022-05-15,2111,Completado,268
Orden de Compra,2020-02-16,2112,Pendiente,4353
Orden de Compra,2023-03-25,2113,Pendiente,4435
Transferencia a Almacen,2022-02-08,2114,Pendiente,6478
Transferencia a Almacen,2021-06-23,2115,Pendiente,3435
Transferencia a Almacen,2020-10-17,2116,Pendiente,8727
Despacho a Tienda,2023-09-02,2117,Completado,6845
Despacho a Tienda,2020-04-26,2118,Completado,5404
Despacho a Tienda,2020-03-25,2119,Completado,824
Orden de Compra,2022-03-11,2120,Pendiente,8484
Transferencia a Almacen,2021-01-24,2121,Pendiente,5887
Despacho a Tienda,2021-05-18,2122,Pendiente,4964
Orden de Compra,2020-11-06,2123,Completado,8288
Transferencia a Almacen,2021-10-29,2124,Completado,8898
Despacho a Tienda,2020-04-13,2125,Pendiente,7323
Transferencia a Almacen,2023-09-04,2126,Completado,9518
Transferencia a Almacen,2021-02-05,2127,Pendiente,2360
Despacho a Tienda,2021-05-26,2128,Completado,323
Despacho a Tienda,2021-07-20,2129,Pendiente,4811
Orden de Compra,2021-11-08,2130,Completado,7698
Despacho a Tienda,2020-09-20,2131,Completado,6333
Transferencia a Almacen,2023-09-10,2132,Completado,318
Despacho a Tienda,2022-05-27,2133,Pendiente,8742
Transferencia a Almacen,2023-02-09,2134,Pendiente,6078
Despacho a Tienda,2023-07-21,2135,Completado,7706
Transferencia a Almacen,2021-09-05,2136,Completado,2304
Transferencia a Almacen,2021-04-06,2137,Completado,2296
Despacho a Tienda,2021-10-05,2138,Completado,7417
Orden de Compra,2022-12-19,2139,Completado,1156
Transferencia a Almacen,2021-05-10,2140,Completado,4026
Transferencia a Almacen,2022-03-09,2141,Pendiente,7587
Transferencia a Almacen,2020-07-17,2142,Completado,3840
Transferencia a Almacen,2020-12-06,2143,Pendiente,7619
Orden de Compra,2023-12-29,2144,Pendiente,582
Transferencia a Almacen,2021-03-25,2145,Pendiente,6456
Despacho a Tienda,2021-11-08,2146,Completado,1830
Transferencia a Almacen,2023-06-01,2147,Pendiente,6765
Despacho a Tienda,2021-09-23,2148,Pendiente,5803
Despacho a Tienda,2020-08-06,2149,Pendiente,4782
Transferencia a Almacen,2022-04-04,2150,Pendiente,3385
Despacho a Tienda,2021-11-15,2151,Completado,7457
Despacho a Tienda,2022-12-12,2152,Completado,4570
Orden de Compra,2021-05-07,2153,Pendiente,7391
Despacho a Tienda,2023-12-04,2154,Pendiente,9468
Despacho a Tienda,2022-01-25,2155,Completado,4493
Despacho a Tienda,2020-06-02,2156,Completado,5506
Orden de Compra,2021-02-23,2157,Completado,3593
Despacho a Tienda,2023-05-20,2158,Pendiente,6751
Transferencia a Almacen,2022-04-24,2159,Pendiente,7683
Orden de Compra,2022-10-01,2160,Pendiente,6598
Transferencia a Almacen,2022-09-06,2161,Completado,8236
Despacho a Tienda,2021-05-28,2162,Pendiente,4490
Despacho a Tienda,2020-02-02,2163,Pendiente,1088
Despacho a Tienda,2020-02-11,2164,Pendiente,1691
Orden de Compra,2021-04-22,2165,Pendiente,7111
Despacho a Tienda,2021-01-04,2166,Completado,6454
Despacho a Tienda,2022-05-20,2167,Pendiente,8988
Despacho a Tienda,2022-12-03,2168,Pendiente,3452
Despacho a Tienda,2021-10-16,2169,Pendiente,906
Orden de Compra,2022-10-21,2170,Pendiente,7646
Despacho a Tienda,2021-11-04,2171,Completado,5054
Transferencia a Almacen,2021-03-12,2172,Pendiente,7445
Despacho a Tienda,2023-11-20,2173,Completado,4246
Orden de Compra,2021-11-01,2174,Pendiente,1134
Transferencia a Almacen,2020-06-19,2175,Completado,8622
Despacho a Tienda,2021-03-12,2176,Pendiente,9950
Transferencia a Almacen,2022-10-17,2177,Pendiente,9171
Despacho a Tienda,2021-04-05,2178,Pendiente,439
Despacho a Tienda,2022-10-09,2179,Completado,7932
Despacho a Tienda,2021-12-16,2180,Completado,2025
Despacho a Tienda,2023-05-17,2181,Completado,6394
Orden de Compra,2023-08-06,2182,Completado,9426
Transferencia a Almacen,2020-12-01,2183,Pendiente,1394
Despacho a Tienda,2020-12-02,2184,Pendiente,629
Transferencia a Almacen,2021-11-13,2185,Pendiente,2850
Transferencia a Almacen,2022-05-26,2186,Pendiente,5725
Despacho a Tienda,2022-03-24,2187,Completado,933
Despacho a Tienda,2023-03-09,2188,Completado,2856
Transferencia a Almacen,2023-03-19,2189,Completado,2019
Transferencia a Almacen,2020-11-13,2190,Pendiente,9760
Despacho a Tienda,2020-02-25,2191,Completado,7069
Orden de Compra,2022-01-09,2192,Completado,9190
Transferencia a Almacen,2022-04-18,2193,Pendiente,4226
Orden de Compra,2023-03-15,2194,Completado,2378
Transferencia a Almacen,2021-11-22,2195,Pendiente,1843
Transferencia a Almacen,2022-09-04,2196,Pendiente,6691
Transferencia a Almacen,2021-11-17,2197,Completado,3421
Orden de Compra,2022-06-06,2198,Completado,464
Orden de Compra,2023-04-25,2199,Completado,4227
Orden de Compra,2021-04-28,2200,Pendiente,8791
Transferencia a Almacen,2023-04-11,2201,Completado,127
Orden de Compra,2022-10-11,2202,Completado,2773
Transferencia a Almacen,2023-08-27,2203,Pendiente,6649
Transferencia a Almacen,2022-12-28,2204,Completado,2688
Orden de Compra,2020-04-16,2205,Completado,5019
Despacho a Tienda,2022-05-15,2206,Pendiente,2474
Transferencia a Almacen,2020-04-22,2207,Completado,7655
Transferencia a Almacen,2022-07-15,2208,Completado,6933
Orden de Compra,2022-02-25,2209,Pendiente,3817
Despacho a Tienda,2021-11-11,2210,Completado,550
Transferencia a Almacen,2022-07-10,2211,Pendiente,7412
Despacho a Tienda,2020-02-14,2212,Pendiente,5849
Orden de Compra,2023-05-12,2213,Pendiente,8517
Despacho a Tienda,2023-03-27,2214,Pendiente,6649
Orden de Compra,2023-10-28,2215,Pendiente,7166
Orden de Compra,2022-12-19,2216,Pendiente,5179
Transferencia a Almacen,2023-04-07,2217,Completado,9675
Orden de Compra,2020-09-02,2218,Completado,229
Orden de Compra,2020-05-30,2219,Pendiente,8160
Transferencia a Almacen,2023-03-10,2220,Pendiente,1093
Despacho a Tienda,2022-01-08,2221,Pendiente,8953
Despacho a Tienda,2023-07-06,2222,Completado,8134
Orden de Compra,2021-02-19,2223,Pendiente,7503
Despacho a Tienda,2022-07-20,2224,Pendiente,5791
Orden de Compra,2023-10-27,2225,Pendiente,9620
Despacho a Tienda,2021-09-19,2226,Pendiente,2407
Transferencia a Almacen,2020-08-20,2227,Completado,5946
Orden de Compra,2023-11-21,2228,Completado,5546
Transferencia a Almacen,2023-05-05,2229,Pendiente,878
Transferencia a Almacen,2020-05-11,2230,Completado,145
Despacho a Tienda,2021-06-21,2231,Pendiente,9057
Orden de Compra,2021-12-25,2232,Pendiente,952
Orden de Compra,2022-08-29,2233,Pendiente,2026
Transferencia a Almacen,2020-05-23,2234,Pendiente,4656
Despacho a Tienda,2021-08-31,2235,Pendiente,5032
Despacho a Tienda,2022-01-29,2236,Completado,5407
Orden de Compra,2022-02-04,2237,Completado,2319
Orden de Compra,2020-10-06,2238,Pendiente,647
Despacho a Tienda,2020-09-11,2239,Completado,8136
Despacho a Tienda,2020-10-17,2240,Pendiente,9059
Transferencia a Almacen,2023-03-26,2241,Completado,3984
Transferencia a Almacen,2023-06-01,2242,Completado,3711
Transferencia a Almacen,2021-12-08,2243,Pendiente,879
Transferencia a Almacen,2020-08-31,2244,Pendiente,1200
Transferencia a Almacen,2023-10-26,2245,Pendiente,5931
Transferencia a Almacen,2022-09-27,2246,Pendiente,2914
Orden de Compra,2020-12-21,2247,Pendiente,7964
Transferencia a Almacen,2020-08-26,2248,Completado,9926
Despacho a Tienda,2023-09-25,2249,Pendiente,7948
Orden de Compra,2023-12-02,2250,Pendiente,9229
Orden de Compra,2020-07-20,2251,Completado,560
Transferencia a Almacen,2022-01-25,2252,Pendiente,2165
Despacho a Tienda,2022-06-29,2253,Completado,383
Orden de Compra,2022-05-10,2254,Pendiente,373
Orden de Compra,2022-07-18,2255,Pendiente,8781
Despacho a Tienda,2023-06-27,2256,Completado,7939
Transferencia a Almacen,2020-03-24,2257,Pendiente,7724
Despacho a Tienda,2023-04-13,2258,Completado,9310
Despacho a Tienda,2022-02-19,2259,Completado,3237
Despacho a Tienda,2023-04-03,2260,Completado,4459
Orden de Compra,2023-06-23,2261,Pendiente,3492
Orden de Compra,2020-02-27,2262,Completado,179
Orden de Compra,2020-11-22,2263,Pendiente,387
Transferencia a Almacen,2022-04-25,2264,Pendiente,8255
Transferencia a Almacen,2020-09-27,2265,Pendiente,9134
Orden de Compra,2023-10-17,2266,Completado,3385
Transferencia a Almacen,2021-09-30,2267,Completado,278
Despacho a Tienda,2023-05-17,2268,Completado,110
Orden de Compra,2022-11-06,2269,Completado,6889
Despacho a Tienda,2023-05-29,2270,Pendiente,6541
Orden de Compra,2022-07-17,2271,Pendiente,3385
Orden de Compra,2020-08-26,2272,Completado,819
Transferencia a Almacen,2023-03-31,2273,Completado,3198
Transferencia a Almacen,2020-03-04,2274,Pendiente,6257
Orden de Compra,2020-10-07,2275,Completado,3535
Orden de Compra,2020-05-18,2276,Completado,9988
Transferencia a Almacen,2021-03-22,2277,Completado,321
Orden de Compra,2022-12-10,2278,Completado,6107
Transferencia a Almacen,2020-12-20,2279,Pendiente,5752
Transferencia a Almacen,2022-06-26,2280,Pendiente,5135
Despacho a Tienda,2020-12-07,2281,Completado,8307
Transferencia a Almacen,2022-10-30,2282,Pendiente,335
Orden de Compra,2021-03-19,2283,Pendiente,5197
Transferencia a Almacen,2021-01-24,2284,Pendiente,5693
Orden de Compra,2022-07-15,2285,Completado,3023
Transferencia a Almacen,2023-02-22,2286,Completado,2650
Transferencia a Almacen,2022-03-01,2287,Completado,7327
Transferencia a Almacen,2020-11-08,2288,Completado,6135
Orden de Compra,2020-11-02,2289,Completado,3510
Orden de Compra,2022-09-28,2290,Completado,9136
Despacho a Tienda,2020-12-10,2291,Completado,4422
Orden de Compra,2023-01-18,2292,Pendiente,4264
Transferencia a Almacen,2022-11-21,2293,Pendiente,3616
Despacho a Tienda,2022-05-22,2294,Completado,7867
Despacho a Tienda,2022-06-17,2295,Pendiente,564
Transferencia a Almacen,2021-07-17,2296,Pendiente,1697
Orden de Compra,2020-02-05,2297,Pendiente,429
Orden de Compra,2022-04-20,2298,Completado,4592
Despacho a Tienda,2021-05-24,2299,Pendiente,2993
Transferencia a Almacen,2022-01-17,2300,Completado,3218
Orden de Compra,2022-01-13,2301,Completado,6433
Transferencia a Almacen,2021-11-10,2302,Pendiente,3946
Despacho a Tienda,2022-01-07,2303,Pendiente,2458
Transferencia a Almacen,2022-04-20,2304,Completado,5046
Transferencia a Almacen,2020-08-05,2305,Completado,9408
Orden de Compra,2020-02-24,2306,Pendiente,8033
Orden de Compra,2022-03-31,2307,Pendiente,491
Orden de Compra,2023-08-20,2308,Completado,7630
Orden de Compra,2022-02-27,2309,Completado,7438
Despacho a Tienda,2020-07-28,2310,Pendiente,9974
Transferencia a Almacen,2022-01-12,2311,Pendiente,4203
Orden de Compra,2023-12-11,2312,Pendiente,9236
Despacho a Tienda,2020-09-12,2313,Completado,2736
Orden de Compra,2020-05-20,2314,Pendiente,5371
Despacho a Tienda,2023-03-21,2315,Pendiente,569
Orden de Compra,2021-09-02,2316,Completado,3927
Transferencia a Almacen,2020-02-21,2317,Completado,3442
Transferencia a Almacen,2020-12-25,2318,Completado,8074
Orden de Compra,2021-04-07,2319,Completado,7297
Transferencia a Almacen,2022-09-25,2320,Completado,3196
Despacho a Tienda,2022-08-12,2321,Pendiente,3661
Orden de Compra,2023-08-16,2322,Pendiente,8212
Transferencia a Almacen,2023-09-23,2323,Pendiente,4625
Transferencia a Almacen,2022-10-25,2324,Completado,9316
Transferencia a Almacen,2023-09-16,2325,Completado,5508
Transferencia a Almacen,2023-07-31,2326,Pendiente,2087
Orden de Compra,2020-11-21,2327,Pendiente,7045
Despacho a Tienda,2023-11-23,2328,Pendiente,6737
Despacho a Tienda,2022-02-05,2329,Pendiente,6884
Despacho a Tienda,2020-12-15,2330,Completado,3288
Orden de Compra,2020-02-25,2331,Pendiente,9908
Orden de Compra,2022-03-28,2332,Pendiente,597
Orden de Compra,2023-05-08,2333,Completado,3466
Orden de Compra,2020-12-14,2334,Completado,9635
Despacho a Tienda,2021-07-24,2335,Completado,9084
Despacho a Tienda,2021-01-02,2336,Completado,2846
Transferencia a Almacen,2021-11-10,2337,Pendiente,9320
Despacho a Tienda,2022-02-08,2338,Completado,797
Orden de Compra,2020-10-09,2339,Pendiente,6101
Orden de Compra,2022-07-05,2340,Pendiente,3557
Transferencia a Almacen,2020-11-28,2341,Pendiente,6496
Despacho a Tienda,2021-01-08,2342,Completado,5288
Transferencia a Almacen,2021-02-12,2343,Pendiente,3713
Despacho a Tienda,2021-05-04,2344,Pendiente,7747
Orden de Compra,2021-09-02,2345,Pendiente,863
Transferencia a Almacen,2023-08-09,2346,Completado,8262
Orden de Compra,2021-06-25,2347,Pendiente,3130
Orden de Compra,2020-02-26,2348,Completado,7400
Orden de Compra,2020-06-23,2349,Completado,5364
Transferencia a Almacen,2020-10-26,2350,Completado,6994
Despacho a Tienda,2022-12-05,2351,Completado,7749
Orden de Compra,2022-04-24,2352,Completado,3759
Despacho a Tienda,2022-05-28,2353,Completado,4765
Orden de Compra,2021-01-14,2354,Completado,5789
Transferencia a Almacen,2021-12-03,2355,Completado,5015
Transferencia a Almacen,2022-03-12,2356,Pendiente,7046
Transferencia a Almacen,2022-03-07,2357,Completado,6887
Despacho a Tienda,2021-06-29,2358,Completado,923
Despacho a Tienda,2022-06-05,2359,Pendiente,8400
Transferencia a Almacen,2023-02-18,2360,Pendiente,8579
Orden de Compra,2020-08-17,2361,Completado,5447
Transferencia a Almacen,2023-04-01,2362,Pendiente,4884
Despacho a Tienda,2021-02-05,2363,Pendiente,3836
Transferencia a Almacen,2023-08-29,2364,Pendiente,7659
Transferencia a Almacen,2021-02-19,2365,Completado,3357
Despacho a Tienda,2023-03-28,2366,Completado,6208
Transferencia a Almacen,2021-09-10,2367,Completado,4830
Despacho a Tienda,2020-01-16,2368,Pendiente,4367
Despacho a Tienda,2022-05-12,2369,Pendiente,7684
Orden de Compra,2023-02-15,2370,Pendiente,4192
Despacho a Tienda,2022-01-12,2371,Pendiente,6123
Transferencia a Almacen,2020-06-23,2372,Completado,957
Despacho a Tienda,2022-04-05,2373,Pendiente,3532
Despacho a Tienda,2020-09-28,2374,Pendiente,1992
Transferencia a Almacen,2022-02-17,2375,Completado,3143
Orden de Compra,2021-06-28,2376,Pendiente,9635
Despacho a Tienda,2022-12-25,2377,Pendiente,7202
Transferencia a Almacen,2021-05-01,2378,Completado,7986
Transferencia a Almacen,2022-10-27,2379,Completado,3066
Transferencia a Almacen,2023-09-29,2380,Completado,6852
Despacho a Tienda,2023-10-22,2381,Pendiente,9462
Despacho a Tienda,2020-05-12,2382,Completado,9329
Despacho a Tienda,2023-03-11,2383,Completado,8189
Transferencia a Almacen,2021-11-30,2384,Pendiente,260
Despacho a Tienda,2023-05-08,2385,Pendiente,5417
Despacho a Tienda,2021-09-19,2386,Pendiente,4687
Transferencia a Almacen,2023-03-04,2387,Pendiente,8782
Transferencia a Almacen,2022-09-07,2388,Completado,4228
Orden de Compra,2022-10-08,2389,Pendiente,4675
Orden de Compra,2023-11-03,2390,Completado,9749
Orden de Compra,2023-01-14,2391,Pendiente,6230
Transferencia a Almacen,2023-11-07,2392,Completado,9697
Despacho a Tienda,2021-06-19,2393,Completado,5130
Transferencia a Almacen,2022-06-21,2394,Completado,2123
Despacho a Tienda,2021-09-11,2395,Completado,1551
Orden de Compra,2023-12-30,2396,Pendiente,5569
Orden de Compra,2020-04-11,2397,Pendiente,1451
Transferencia a Almacen,2022-03-07,2398,Pendiente,2396
Transferencia a Almacen,2020-12-08,2399,Completado,7875
Despacho a Tienda,2022-07-31,2400,Pendiente,403
Transferencia a Almacen,2020-02-28,2401,Pendiente,134
Orden de Compra,2021-12-01,2402,Completado,9427
Despacho a Tienda,2022-02-26,2403,Pendiente,2547
Transferencia a Almacen,2022-12-31,2404,Pendiente,4777
Orden de Compra,2020-06-04,2405,Pendiente,688
Despacho a Tienda,2020-03-11,2406,Pendiente,4705
Despacho a Tienda,2022-05-05,2407,Completado,553
Transferencia a Almacen,2020-04-06,2408,Completado,2868
Orden de Compra,2020-03-21,2409,Pendiente,1108
Transferencia a Almacen,2022-08-06,2410,Pendiente,4554
Orden de Compra,2022-03-27,2411,Pendiente,3020
Orden de Compra,2023-08-04,2412,Completado,8820
Transferencia a Almacen,2023-04-11,2413,Completado,5188
Transferencia a Almacen,2022-01-20,2414,Pendiente,8849
Transferencia a Almacen,2022-10-04,2415,Pendiente,1479
Orden de Compra,2022-04-13,2416,Completado,2023
Transferencia a Almacen,2022-09-06,2417,Pendiente,6800
Transferencia a Almacen,2022-01-10,2418,Pendiente,9031
Orden de Compra,2021-05-14,2419,Pendiente,7900
Transferencia a Almacen,2021-09-08,2420,Pendiente,1594
Transferencia a Almacen,2023-03-04,2421,Pendiente,4195
Orden de Compra,2021-12-19,2422,Completado,1316
Despacho a Tienda,2020-09-24,2423,Pendiente,4719
Orden de Compra,2021-04-18,2424,Pendiente,4629
Despacho a Tienda,2020-04-13,2425,Completado,2911
Orden de Compra,2021-03-28,2426,Completado,6786
Despacho a Tienda,2022-05-18,2427,Pendiente,7523
Orden de Compra,2020-04-03,2428,Completado,1365
Transferencia a Almacen,2020-01-24,2429,Pendiente,1544
Transferencia a Almacen,2022-12-28,2430,Completado,1577
Transferencia a Almacen,2023-09-26,2431,Completado,8054
Transferencia a Almacen,2021-03-13,2432,Completado,6590
Despacho a Tienda,2022-10-20,2433,Pendiente,2515
Despacho a Tienda,2023-10-30,2434,Completado,4906
Despacho a Tienda,2020-01-09,2435,Pendiente,363
Transferencia a Almacen,2022-11-30,2436,Completado,9418
Despacho a Tienda,2021-06-23,2437,Pendiente,7866
Despacho a Tienda,2021-11-23,2438,Completado,3139
Transferencia a Almacen,2022-09-01,2439,Completado,9579
Transferencia a Almacen,2020-12-12,2440,Pendiente,3885
Transferencia a Almacen,2022-12-03,2441,Pendiente,6654
Orden de Compra,2022-05-20,2442,Pendiente,7334
Transferencia a Almacen,2023-08-28,2443,Pendiente,4084
Transferencia a Almacen,2021-11-06,2444,Completado,5824
Transferencia a Almacen,2022-11-04,2445,Pendiente,4266
Despacho a Tienda,2023-05-31,2446,Completado,1245
Transferencia a Almacen,2020-11-01,2447,Pendiente,7142
Orden de Compra,2022-09-28,2448,Completado,710
Orden de Compra,2022-10-13,2449,Pendiente,270
Transferencia a Almacen,2020-09-20,2450,Pendiente,3432
Despacho a Tienda,2020-05-28,2451,Pendiente,4764
Transferencia a Almacen,2021-01-23,2452,Completado,203
Orden de Compra,2022-08-14,2453,Completado,8470
Despacho a Tienda,2022-04-15,2454,Pendiente,9030
Despacho a Tienda,2021-03-22,2455,Pendiente,4591
Transferencia a Almacen,2020-06-08,2456,Completado,3650
Despacho a Tienda,2022-01-09,2457,Completado,9835
Transferencia a Almacen,2022-03-05,2458,Pendiente,9819
Despacho a Tienda,2022-12-07,2459,Completado,7501
Orden de Compra,2022-08-05,2460,Completado,563
Transferencia a Almacen,2023-12-06,2461,Completado,4026
Transferencia a Almacen,2020-11-05,2462,Completado,1037
Orden de Compra,2022-10-29,2463,Completado,4400
Despacho a Tienda,2020-10-04,2464,Pendiente,1074
Transferencia a Almacen,2020-10-05,2465,Pendiente,3598
Orden de Compra,2023-09-01,2466,Completado,3126
Despacho a Tienda,2023-06-27,2467,Completado,8147
Despacho a Tienda,2022-01-31,2468,Pendiente,7415
Orden de Compra,2020-08-26,2469,Pendiente,8341
Transferencia a Almacen,2020-12-28,2470,Completado,3315
Despacho a Tienda,2023-09-21,2471,Pendiente,5992
Transferencia a Almacen,2022-01-11,2472,Completado,3700
Orden de Compra,2021-12-20,2473,Pendiente,2096
Despacho a Tienda,2022-04-05,2474,Completado,8132
Transferencia a Almacen,2022-01-02,2475,Completado,8266
Orden de Compra,2023-10-11,2476,Pendiente,5447
Orden de Compra,2023-04-26,2477,Pendiente,4913
Orden de Compra,2022-07-04,2478,Completado,1173
Transferencia a Almacen,2021-02-12,2479,Completado,1035
Despacho a Tienda,2023-01-16,2480,Completado,401
Orden de Compra,2020-06-05,2481,Pendiente,8162
Transferencia a Almacen,2022-04-20,2482,Completado,6130
Despacho a Tienda,2022-02-08,2483,Completado,9908
Orden de Compra,2020-07-23,2484,Completado,6776
Orden de Compra,2020-11-02,2485,Completado,4829
Orden de Compra,2021-05-27,2486,Completado,2187
Transferencia a Almacen,2022-09-10,2487,Completado,881
Despacho a Tienda,2022-04-27,2488,Completado,4837
Despacho a Tienda,2023-03-14,2489,Pendiente,9182
Transferencia a Almacen,2020-11-04,2490,Completado,7941
Despacho a Tienda,2022-11-08,2491,Pendiente,2643
Orden de Compra,2020-03-29,2492,Completado,7330
Orden de Compra,2022-03-14,2493,Pendiente,3466
Orden de Compra,2023-10-24,2494,Completado,3241
Transferencia a Almacen,2020-04-23,2495,Completado,7269
Transferencia a Almacen,2023-02-13,2496,Pendiente,6753
Transferencia a Almacen,2020-12-02,2497,Completado,4508
Transferencia a Almacen,2021-05-11,2498,Pendiente,8644
Despacho a Tienda,2023-04-29,2499,Completado,8978
Orden de Compra,2021-08-08,2500,Pendiente,3607
Orden de Compra,2022-05-30,2501,Pendiente,3972
Transferencia a Almacen,2022-10-30,2502,Pendiente,8294
Transferencia a Almacen,2023-01-16,2503,Pendiente,2311
Orden de Compra,2023-03-11,2504,Pendiente,8780
Orden de Compra,2020-02-29,2505,Pendiente,2551
Transferencia a Almacen,2020-12-16,2506,Completado,5275
Despacho a Tienda,2023-05-29,2507,Pendiente,2256
Despacho a Tienda,2022-07-11,2508,Completado,6394
Transferencia a Almacen,2022-08-27,2509,Pendiente,2539
Orden de Compra,2023-03-20,2510,Completado,252
Despacho a Tienda,2023-02-17,2511,Pendiente,7328
Despacho a Tienda,2023-07-21,2512,Pendiente,4357
Orden de Compra,2020-05-14,2513,Completado,3057
Despacho a Tienda,2022-10-17,2514,Completado,3114
Transferencia a Almacen,2022-09-07,2515,Completado,2915
Transferencia a Almacen,2023-03-14,2516,Completado,5519
Despacho a Tienda,2020-03-25,2517,Completado,7911
Transferencia a Almacen,2021-09-05,2518,Pendiente,9292
Orden de Compra,2023-10-04,2519,Completado,5816
Despacho a Tienda,2020-12-23,2520,Completado,3252
Transferencia a Almacen,2022-04-08,2521,Pendiente,7161
Despacho a Tienda,2022-11-06,2522,Completado,568
Orden de Compra,2020-09-16,2523,Completado,3020
Orden de Compra,2021-04-06,2524,Pendiente,546
Orden de Compra,2023-03-21,2525,Completado,6913
Transferencia a Almacen,2021-07-09,2526,Pendiente,4185
Despacho a Tienda,2023-01-12,2527,Pendiente,7787
Despacho a Tienda,2022-05-08,2528,Completado,8325
Orden de Compra,2022-03-27,2529,Completado,7921
Despacho a Tienda,2020-05-28,2530,Pendiente,4505
Orden de Compra,2021-12-15,2531,Completado,2144
Despacho a Tienda,2023-04-21,2532,Pendiente,4453
Orden de Compra,2022-01-24,2533,Completado,9746
Despacho a Tienda,2022-07-07,2534,Completado,7223
Orden de Compra,2022-03-06,2535,Completado,6459
Despacho a Tienda,2020-02-08,2536,Pendiente,4307
Transferencia a Almacen,2022-04-22,2537,Completado,7565
Transferencia a Almacen,2023-11-24,2538,Pendiente,2829
Orden de Compra,2023-04-25,2539,Completado,393
Despacho a Tienda,2023-06-18,2540,Pendiente,8076
Orden de Compra,2023-06-06,2541,Completado,3377
Despacho a Tienda,2022-04-21,2542,Pendiente,731
Despacho a Tienda,2022-10-18,2543,Completado,3961
Transferencia a Almacen,2021-01-01,2544,Pendiente,8885
Despacho a Tienda,2022-09-08,2545,Completado,3405
Orden de Compra,2022-08-26,2546,Completado,7820
Despacho a Tienda,2022-11-13,2547,Completado,8664
Despacho a Tienda,2020-04-11,2548,Pendiente,5969
Transferencia a Almacen,2023-07-16,2549,Pendiente,8531
Orden de Compra,2020-07-21,2550,Completado,3834
Transferencia a Almacen,2020-10-27,2551,Completado,2948
Despacho a Tienda,2022-05-14,2552,Pendiente,2227
Despacho a Tienda,2023-08-29,2553,Completado,824
Orden de Compra,2021-10-18,2554,Completado,9208
Orden de Compra,2022-06-22,2555,Pendiente,6269
Orden de Compra,2020-03-04,2556,Pendiente,1220
Transferencia a Almacen,2022-09-08,2557,Pendiente,7325
Orden de Compra,2022-07-05,2558,Pendiente,6692
Orden de Compra,2020-08-13,2559,Pendiente,5598
Orden de Compra,2020-02-26,2560,Pendiente,2429
Despacho a Tienda,2021-08-19,2561,Pendiente,6564
Transferencia a Almacen,2023-10-06,2562,Completado,8831
Transferencia a Almacen,2021-12-11,2563,Completado,9496
Orden de Compra,2021-05-12,2564,Completado,1607
Transferencia a Almacen,2021-08-07,2565,Pendiente,6380
Despacho a Tienda,2022-12-24,2566,Pendiente,5274
Transferencia a Almacen,2023-08-07,2567,Pendiente,6721
Despacho a Tienda,2020-09-30,2568,Completado,5938
